pow thresold length_gain area_gain median budget solver time cost total_eca 
1.000000 0.010000 0.000000 1.000000 1400.000000 90.000000 naive_eca_dec_log=0_parallel=1 141 90.000000 6569.132349 
1.000000 0.010000 0.000000 1.000000 1400.000000 90.000000 glutton_eca_inc_log=0_parallel=1 7613 90.000000 6574.508612 
1.000000 0.010000 0.000000 1.000000 1400.000000 90.000000 glutton_eca_dec_log=0_parallel=1 1315 90.000000 6574.508612 
1.000000 0.010000 0.000000 1.000000 1400.000000 90.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 361 90.000000 6574.508612 
1.000000 0.010000 0.000000 1.000000 1400.000000 90.000000 randomized_rounding_draws=1000_log=0_parallel=0 11936 90.000000 6574.508612 
1.000000 0.010000 0.000000 1.000000 1400.000000 95.000000 bogo_draws=0_seed=0 0 95.000000 6515.445273 
1.000000 0.010000 0.000000 1.000000 1400.000000 95.000000 naive_eca_inc_log=0_parallel=1 140 95.000000 6653.166818 
1.000000 0.010000 0.000000 1.000000 1400.000000 95.000000 naive_eca_dec_log=0_parallel=1 146 95.000000 6651.945581 
1.000000 0.010000 0.000000 1.000000 1400.000000 95.000000 glutton_eca_inc_log=0_parallel=1 7805 95.000000 6653.166818 
1.000000 0.010000 0.000000 1.000000 1400.000000 95.000000 glutton_eca_dec_log=0_parallel=1 661 95.000000 6653.166818 
1.000000 0.010000 0.000000 1.000000 1400.000000 95.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 362 95.000000 6653.166818 
1.000000 0.010000 0.000000 1.000000 1400.000000 95.000000 randomized_rounding_draws=1000_log=0_parallel=0 11933 95.000000 6653.166818 
1.000000 0.010000 0.000000 1.000000 1400.000000 100.000000 bogo_draws=0_seed=0 0 100.000000 6729.135350 
1.000000 0.010000 0.000000 1.000000 1400.000000 100.000000 naive_eca_inc_log=0_parallel=1 141 100.000000 6729.135350 
1.000000 0.010000 0.000000 1.000000 1400.000000 100.000000 naive_eca_dec_log=0_parallel=1 141 100.000000 6729.135350 
1.000000 0.010000 0.000000 1.000000 1400.000000 100.000000 glutton_eca_inc_log=0_parallel=1 7943 100.000000 6729.135350 
1.000000 0.010000 0.000000 1.000000 1400.000000 100.000000 glutton_eca_dec_log=0_parallel=1 11 100.000000 6729.135350 
1.000000 0.010000 0.000000 1.000000 1400.000000 100.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 334 100.000000 6729.135350 
1.000000 0.010000 0.000000 1.000000 1400.000000 100.000000 randomized_rounding_draws=1000_log=0_parallel=0 11919 100.000000 6729.135350 
1.000000 0.010000 1.000000 0.000000 1400.000000 5.000000 bogo_draws=0_seed=0 0 5.000000 3246.048267 
1.000000 0.010000 1.000000 0.000000 1400.000000 5.000000 naive_eca_inc_log=0_parallel=1 190 5.000000 3247.041932 
1.000000 0.010000 1.000000 0.000000 1400.000000 5.000000 naive_eca_dec_log=0_parallel=1 247 5.000000 3247.251677 
1.000000 0.010000 1.000000 0.000000 1400.000000 5.000000 glutton_eca_inc_log=0_parallel=1 1073 5.000000 3247.253718 
1.000000 0.010000 1.000000 0.000000 1400.000000 5.000000 glutton_eca_dec_log=0_parallel=1 12602 5.000000 3247.253718 
1.000000 0.010000 1.000000 0.000000 1400.000000 5.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 838 5.000000 3247.253561 
1.000000 0.010000 1.000000 0.000000 1400.000000 5.000000 randomized_rounding_draws=1000_log=0_parallel=0 17107 5.000000 3247.253561 
1.000000 0.010000 1.000000 0.000000 1400.000000 10.000000 bogo_draws=0_seed=0 0 10.000000 3246.122402 
1.000000 0.010000 1.000000 0.000000 1400.000000 10.000000 naive_eca_inc_log=0_parallel=1 188 10.000000 3247.145364 
