N2_id,X,Y,cost_mean,cost_max
18034,897241.18,6272493.748,1000,1000
18035,897258.19,6272490.474,828.571428571429,1000
18036,897275.2,6272487.201,800,1000
18037,897292.21,6272483.927,358.571428571429,1000
18038,897309.22,6272480.654,92.8571428571429,300
18039,897326.23,6272477.38,217.142857142857,300
18040,897343.24,6272474.106,400,1000
18041,897360.25,6272470.833,517.142857142857,1000
18042,897377.26,6272467.559,318.571428571429,800
18043,897394.27,6272464.286,657.142857142857,800
18044,897411.28,6272461.012,757.142857142857,1000
18045,897428.29,6272457.739,742.857142857143,1000
18046,897445.3,6272454.465,600,1000
18047,897462.31,6272451.191,1000,1000
18048,897479.32,6272447.918,277.142857142857,800
18049,897496.33,6272444.644,685.857142857143,800
18050,897513.34,6272441.371,728.571428571429,800
18051,897530.35,6272438.097,585.714285714286,800
18052,897547.36,6272434.823,871.428571428571,1000
18053,897564.37,6272431.55,614.285714285714,1000
18054,897581.38,6272428.276,900,1000
18055,897598.39,6272425.003,617.142857142857,1000
18056,897615.4,6272421.729,574.285714285714,800
18057,897632.41,6272418.456,800,800
18058,897649.42,6272415.182,800,800
18059,897666.43,6272411.908,657.142857142857,800
18060,897683.44,6272408.635,460,1000
18061,897700.45,6272405.361,758.571428571429,1000
18062,897717.46,6272402.088,358.571428571429,1000
18063,897734.47,6272398.814,300,300
18064,897751.48,6272395.541,657.142857142857,800
18065,897768.49,6272392.267,728.571428571429,800
18066,897785.5,6272388.993,900,1000
18067,897802.51,6272385.72,1000,1000
18068,897819.52,6272382.446,1000,1000
18069,897836.53,6272379.173,1000,1000
18070,897853.54,6272375.899,658.571428571429,1000
18071,897870.55,6272372.626,417.142857142857,1000
18072,897887.56,6272369.352,700,1000
18073,897904.57,6272366.078,388.571428571429,1000
18074,897921.58,6272362.805,800,800
18344,896328.31,6272699.983,131.714285714286,300
18345,896345.32,6272696.71,3.57142857142857,10
18346,896362.33,6272693.436,2.28571428571429,10
18347,896379.34,6272690.162,157.857142857143,800
18348,896396.35,6272686.889,375.714285714286,1000
18349,896413.36,6272683.615,658.571428571429,1000
18350,896430.37,6272680.342,800,1000
18351,896447.38,6272677.068,71.4285714285714,300
18352,896464.39,6272673.795,10,10
18353,896481.4,6272670.521,235.714285714286,800
18354,896498.41,6272667.247,235.714285714286,800
18355,896515.42,6272663.974,234.285714285714,1000
18356,896532.43,6272660.7,275.714285714286,1000
18357,896549.44,6272657.427,92.8571428571429,300
18358,896566.45,6272654.153,558.571428571429,1000
18359,896583.46,6272650.879,700,1000
18360,896600.47,6272647.606,134.285714285714,300
18361,896617.48,6272644.332,51.4285714285714,300
18362,896634.49,6272641.059,658.571428571429,1000
18363,896651.5,6272637.785,617.142857142857,1000
18364,896668.51,6272634.512,574.285714285714,800
18365,896685.52,6272631.238,660,1000
18366,896702.53,6272627.964,317.142857142857,1000
18367,896719.54,6272624.691,92.8571428571429,300
18368,896736.55,6272621.417,92.8571428571429,300
18369,896753.56,6272618.144,10,10
18370,896770.57,6272614.87,574.285714285714,800
18371,896787.58,6272611.597,757.142857142857,1000
18372,896804.59,6272608.323,772.857142857143,1000
18373,896821.6,6272605.049,800,800
18374,896838.61,6272601.776,857.142857142857,1000
18375,896855.62,6272598.502,500,1000
18376,896872.63,6272595.229,300,300
18377,896889.64,6272591.955,800,1000
18378,896906.65,6272588.682,417.142857142857,1000
18379,896923.66,6272585.408,358.571428571429,1000
18380,896940.67,6272582.134,900,1000
18381,896957.68,6272578.861,657.142857142857,800
18382,896974.69,6272575.587,685.714285714286,1000
18383,896991.7,6272572.314,514.285714285714,800
18384,897008.71,6272569.04,871.428571428571,1000
18385,897025.72,6272565.767,1000,1000
18386,897042.73,6272562.493,292.857142857143,1000
18387,897059.74,6272559.219,574.285714285714,800
18388,897076.75,6272555.946,574.285714285714,800
18389,897093.76,6272552.672,235.714285714286,800
18390,897110.77,6272549.399,800,800
18391,897127.78,6272546.125,348.571428571429,800
18392,897144.79,6272542.851,2.28571428571429,10
18393,897161.8,6272539.578,454.285714285714,1000
18394,897178.81,6272536.304,1000,1000
18395,897195.82,6272533.031,151.428571428571,1000
18396,897212.83,6272529.757,10,10
18397,897229.84,6272526.484,575.714285714286,1000
18398,897246.85,6272523.21,1000,1000
18399,897263.86,6272519.936,830,1000
18400,897280.87,6272516.663,615.714285714286,800
18401,897297.88,6272513.389,715.714285714286,1000
18402,897314.89,6272510.116,828.571428571429,1000
18403,897331.9,6272506.842,857.142857142857,1000
18404,897348.91,6272503.569,942.857142857143,1000
18405,897365.92,6272500.295,800,1000
18406,897382.93,6272497.021,600,1000
18407,897399.94,6272493.748,900,1000
18408,897416.95,6272490.474,500,1000
18409,897433.96,6272487.201,1000,1000
18410,897450.97,6272483.927,7.42857142857143,10
18411,897467.98,6272480.654,292.857142857143,1000
18412,897484.99,6272477.38,600,1000
18413,897502,6272474.106,771.428571428571,1000
18414,897519.01,6272470.833,800,800
18415,897536.02,6272467.559,800,800
18416,897553.03,6272464.286,757.142857142857,1000
18417,897570.04,6272461.012,858.571428571429,1000
18418,897587.05,6272457.739,490,1000
18419,897604.06,6272454.465,800,800
18420,897621.07,6272451.191,574.285714285714,800
18421,897638.08,6272447.918,371.428571428571,800
18422,897655.09,6272444.644,258.571428571429,300
18423,897672.1,6272441.371,300,300
18424,897689.11,6272438.097,300,300
18425,897706.12,6272434.823,574.285714285714,800
18426,897723.13,6272431.55,800,800
18427,897740.14,6272428.276,857.142857142857,1000
18428,897757.15,6272425.003,1000,1000
18429,897774.16,6272421.729,800,800
18430,897791.17,6272418.456,785.714285714286,1000
18431,897808.18,6272415.182,814.285714285714,1000
18432,897825.19,6272411.908,857.142857142857,1000
18433,897842.2,6272408.635,942.857142857143,1000
18434,897859.21,6272405.361,300,300
18435,897876.22,6272402.088,92.8571428571429,300
18436,897893.23,6272398.814,217.142857142857,300
18437,897910.24,6272395.541,800,800
18438,897927.25,6272392.267,800,800
18708,896333.98,6272729.445,1,1
18709,896350.99,6272726.172,1,1
18710,896368,6272722.898,1,1
18711,896385.01,6272719.625,2.28571428571429,10
18712,896402.02,6272716.351,2.28571428571429,10
18713,896419.03,6272713.077,133,300
18714,896436.04,6272709.804,175.714285714286,300
18715,896453.05,6272706.53,400,1000
18716,896470.06,6272703.257,300,300
18717,896487.07,6272699.983,300,300
18718,896504.08,6272696.71,92.8571428571429,300
18719,896521.09,6272693.436,348.571428571429,800
18720,896538.1,6272690.162,30,150
18721,896555.11,6272686.889,517.142857142857,1000
18722,896572.12,6272683.615,475.714285714286,1000
18723,896589.13,6272680.342,375.714285714286,1000
18724,896606.14,6272677.068,475.714285714286,1000
18725,896623.15,6272673.795,375.714285714286,1000
18726,896640.16,6272670.521,900,1000
18727,896657.17,6272667.247,434.285714285714,1000
18728,896674.18,6272663.974,348.571428571429,800
18729,896691.19,6272660.7,715.714285714286,1000
18730,896708.2,6272657.427,292.857142857143,1000
18731,896725.21,6272654.153,50.1428571428571,300
18732,896742.22,6272650.879,134.285714285714,300
18733,896759.23,6272647.606,51.4285714285714,300
18734,896776.24,6272644.332,800,800
18735,896793.25,6272641.059,942.857142857143,1000
18736,896810.26,6272637.785,544.285714285714,800
18737,896827.27,6272634.512,800,800
18738,896844.28,6272631.238,742.857142857143,1000
18739,896861.29,6272627.964,258.571428571429,300
18740,896878.3,6272624.691,517.142857142857,1000
18741,896895.31,6272621.417,317.142857142857,1000
18742,896912.32,6272618.144,217.142857142857,300
18743,896929.33,6272614.87,92.8571428571429,300
18744,896946.34,6272611.597,300,300
18745,896963.35,6272608.323,657.142857142857,800
18746,896980.36,6272605.049,700,1000
18747,896997.37,6272601.776,700,1000
18748,897014.38,6272598.502,800,1000
18749,897031.39,6272595.229,431.428571428571,800
18750,897048.4,6272591.955,558.571428571429,1000
18751,897065.41,6272588.682,600,1000
18752,897082.42,6272585.408,600,1000
18753,897099.43,6272582.134,588.571428571429,1000
18754,897116.44,6272578.861,461.428571428571,800
18755,897133.45,6272575.587,800,800
18756,897150.46,6272572.314,88.7142857142857,150
18757,897167.47,6272569.04,4.85714285714286,10
18758,897184.48,6272565.767,878.571428571429,1000
18759,897201.49,6272562.493,1000,1000
18760,897218.5,6272559.219,1000,1000
18761,897235.51,6272555.946,900,1000
18762,897252.52,6272552.672,1000,1000
18763,897269.53,6272549.399,942.857142857143,1000
18764,897286.54,6272546.125,687.142857142857,800
18765,897303.55,6272542.851,871.428571428571,1000
18766,897320.56,6272539.578,600,1000
18767,897337.57,6272536.304,51.4285714285714,300
18768,897354.58,6272533.031,92.8571428571429,300
18769,897371.59,6272529.757,217.142857142857,300
18770,897388.6,6272526.484,400,1000
18771,897405.61,6272523.21,300,300
18772,897422.62,6272519.936,900,1000
18773,897439.63,6272516.663,400,1000
18774,897456.64,6272513.389,700,1000
18775,897473.65,6272510.116,1000,1000
18776,897490.66,6272506.842,1000,1000
18777,897507.67,6272503.569,858.571428571429,1000
18778,897524.68,6272500.295,475.714285714286,1000
18779,897541.69,6272497.021,800,800
18780,897558.7,6272493.748,800,800
18781,897575.71,6272490.474,502.857142857143,800
18782,897592.72,6272487.201,134.285714285714,300
18783,897609.73,6272483.927,150.142857142857,1000
18784,897626.74,6272480.654,234.285714285714,1000
18785,897643.75,6272477.38,10,10
18786,897660.76,6272474.106,300,300
18787,897677.77,6272470.833,514.285714285714,800
18788,897694.78,6272467.559,828.571428571429,1000
18789,897711.79,6272464.286,871.428571428571,1000
18790,897728.8,6272461.012,700,1000
18791,897745.81,6272457.739,800,1000
18792,897762.82,6272454.465,900,1000
18793,897779.83,6272451.191,971.428571428571,1000
18794,897796.84,6272447.918,800,800
18795,897813.85,6272444.644,885.714285714286,1000
18796,897830.86,6272441.371,900,1000
18797,897847.87,6272438.097,334.285714285714,1000
18798,897864.88,6272434.823,205.714285714286,800
18799,897881.89,6272431.55,814.285714285714,1000
18800,897898.9,6272428.276,757.142857142857,1000
18801,897915.91,6272425.003,458.571428571429,1000
18802,897932.92,6272421.729,347.142857142857,1000
19069,896322.64,6272762.181,1,1
19070,896339.65,6272758.908,1,1
19071,896356.66,6272755.634,1,1
19072,896373.67,6272752.36,2.28571428571429,10
19073,896390.68,6272749.087,1,1
19074,896407.69,6272745.813,257.857142857143,1000
19075,896424.7,6272742.54,575.714285714286,1000
19076,896441.71,6272739.266,900,1000
19077,896458.72,6272735.992,300,300
19078,896475.73,6272732.719,300,300
19079,896492.74,6272729.445,300,300
19080,896509.75,6272726.172,600,1000
19081,896526.76,6272722.898,400,1000
19082,896543.77,6272719.625,71.4285714285714,300
19083,896560.78,6272716.351,274.428571428571,800
19084,896577.79,6272713.077,517.285714285714,1000
19085,896594.8,6272709.804,51.4285714285714,300
19086,896611.81,6272706.53,334.285714285714,1000
19087,896628.82,6272703.257,151.428571428571,1000
19088,896645.83,6272699.983,175.714285714286,300
19089,896662.84,6272696.71,617.142857142857,1000
19090,896679.85,6272693.436,122.857142857143,800
19091,896696.86,6272690.162,687.142857142857,800
19092,896713.87,6272686.889,600,1000
19093,896730.88,6272683.615,1000,1000
19094,896747.89,6272680.342,517.142857142857,1000
19095,896764.9,6272677.068,87.7142857142857,300
19096,896781.91,6272673.795,800,800
19097,896798.92,6272670.521,700,1000
19098,896815.93,6272667.247,800,1000
19099,896832.94,6272663.974,671.428571428571,1000
19100,896849.95,6272660.7,358.571428571429,1000
19101,896866.96,6272657.427,134.285714285714,300
19102,896883.97,6272654.153,217.142857142857,300
19103,896900.98,6272650.879,175.714285714286,300
19104,896917.99,6272647.606,858.571428571429,1000
19105,896935,6272644.332,900,1000
19106,896952.01,6272641.059,575.714285714286,1000
19107,896969.02,6272637.785,657.142857142857,800
19108,896986.03,6272634.512,800,1000
19109,897003.04,6272631.238,258.571428571429,300
19110,897020.05,6272627.964,900,1000
19111,897037.06,6272624.691,347.142857142857,1000
19112,897054.07,6272621.417,572.857142857143,1000
19113,897071.08,6272618.144,1000,1000
19114,897088.09,6272614.87,1000,1000
19115,897105.1,6272611.597,658.571428571429,1000
19116,897122.11,6272608.323,390,800
19117,897139.12,6272605.049,461.428571428571,800
19118,897156.13,6272601.776,481.428571428571,800
19119,897173.14,6272598.502,8.71428571428571,10
19120,897190.15,6272595.229,377.142857142857,1000
19121,897207.16,6272591.955,631.428571428571,1000
19122,897224.17,6272588.682,942.857142857143,1000
19123,897241.18,6272585.408,1000,1000
19124,897258.19,6272582.134,1000,1000
19125,897275.2,6272578.861,575.714285714286,1000
19126,897292.21,6272575.587,10,10
19127,897309.22,6272572.314,657.428571428571,1000
19128,897326.23,6272569.04,900,1000
19129,897343.24,6272565.767,417.142857142857,1000
19130,897360.25,6272562.493,300,300
19131,897377.26,6272559.219,300,300
19132,897394.27,6272555.946,700,1000
19133,897411.28,6272552.672,500,1000
19134,897428.29,6272549.399,800,1000
19135,897445.3,6272546.125,600,1000
19136,897462.31,6272542.851,574.428571428571,1000
19137,897479.32,6272539.578,48.8571428571429,300
19138,897496.33,6272536.304,164.285714285714,800
19139,897513.34,6272533.031,574.285714285714,800
19140,897530.35,6272529.757,542.857142857143,1000
19141,897547.36,6272526.484,571.428571428571,1000
19142,897564.37,6272523.21,728.571428571429,800
19143,897581.38,6272519.936,800,800
19144,897598.39,6272516.663,544.285714285714,800
19145,897615.4,6272513.389,600,1000
19146,897632.41,6272510.116,405.714285714286,1000
19147,897649.42,6272506.842,857.142857142857,1000
19148,897666.43,6272503.569,857.142857142857,1000
19149,897683.44,6272500.295,828.571428571429,1000
19150,897700.45,6272497.021,900,1000
19151,897717.46,6272493.748,500,1000
19152,897734.47,6272490.474,617.142857142857,1000
19153,897751.48,6272487.201,758.571428571429,1000
19154,897768.49,6272483.927,771.428571428571,1000
19155,897785.5,6272480.654,671.428571428571,1000
19156,897802.51,6272477.38,900,1000
19157,897819.52,6272474.106,800,800
19158,897836.53,6272470.833,800,800
19159,897853.54,6272467.559,900,1000
19160,897870.55,6272464.286,617.142857142857,1000
19161,897887.56,6272461.012,375.714285714286,1000
19162,897904.57,6272457.739,390,800
19163,897921.58,6272454.465,617.142857142857,1000
19164,897938.59,6272451.191,51.4285714285714,300
19426,896328.31,6272791.643,3.57142857142857,10
19427,896345.32,6272788.37,289,1000
19428,896362.33,6272785.096,1,1
19429,896379.34,6272781.823,1,1
19430,896396.35,6272778.549,89,300
19431,896413.36,6272775.275,290.285714285714,1000
19432,896430.37,6272772.002,715.714285714286,1000
19433,896447.38,6272768.728,234.285714285714,1000
19434,896464.39,6272765.455,400,1000
19435,896481.4,6272762.181,134.285714285714,300
19436,896498.41,6272758.908,258.571428571429,300
19437,896515.42,6272755.634,600,1000
19438,896532.43,6272752.36,358.571428571429,1000
19439,896549.44,6272749.087,134.285714285714,300
19440,896566.45,6272745.813,92.8571428571429,300
19441,896583.46,6272742.54,134.285714285714,300
19442,896600.47,6272739.266,275.714285714286,800
19443,896617.48,6272735.992,368.571428571429,800
19444,896634.49,6272732.719,275.714285714286,1000
19445,896651.5,6272729.445,275.714285714286,1000
19446,896668.51,6272726.172,658.571428571429,1000
19447,896685.52,6272722.898,458.571428571429,1000
19448,896702.53,6272719.625,800,800
19449,896719.54,6272716.351,334.285714285714,1000
19450,896736.55,6272713.077,900,1000
19451,896753.56,6272709.804,300,300
19452,896770.57,6272706.53,235.714285714286,800
19453,896787.58,6272703.257,657.142857142857,800
19454,896804.59,6272699.983,900,1000
19455,896821.6,6272696.71,800,800
19456,896838.61,6272693.436,442.857142857143,800
19457,896855.62,6272690.162,800,1000
19458,896872.63,6272686.889,51.4285714285714,300
19459,896889.64,6272683.615,175.714285714286,300
19460,896906.65,6272680.342,51.4285714285714,300
19461,896923.66,6272677.068,51.4285714285714,300
19462,896940.67,6272673.795,358.571428571429,1000
19463,896957.68,6272670.521,500,1000
19464,896974.69,6272667.247,757.142857142857,1000
19465,896991.7,6272663.974,600,1000
19466,897008.71,6272660.7,300,300
19467,897025.72,6272657.427,400,1000
19468,897042.73,6272654.153,900,1000
19469,897059.74,6272650.879,461.428571428571,800
19470,897076.75,6272647.606,600,1000
19471,897093.76,6272644.332,500,1000
19472,897110.77,6272641.059,134.285714285714,300
19473,897127.78,6272637.785,175.714285714286,300
19474,897144.79,6272634.512,164.285714285714,800
19475,897161.8,6272631.238,800,800
19476,897178.81,6272627.964,371.428571428571,800
19477,897195.82,6272624.691,700,1000
19478,897212.83,6272621.417,51.4285714285714,300
19479,897229.84,6272618.144,1000,1000
19480,897246.85,6272614.87,1000,1000
19481,897263.86,6272611.597,1000,1000
19482,897280.87,6272608.323,1000,1000
19483,897297.88,6272605.049,234.285714285714,1000
19484,897314.89,6272601.776,472.857142857143,800
19485,897331.9,6272598.502,871.428571428571,1000
19486,897348.91,6272595.229,1000,1000
19487,897365.92,6272591.955,900,1000
19488,897382.93,6272588.682,800,1000
19489,897399.94,6272585.408,900,1000
19490,897416.95,6272582.134,400,1000
19491,897433.96,6272578.861,217.142857142857,300
19492,897450.97,6272575.587,300,300
19493,897467.98,6272572.314,685.714285714286,1000
19494,897484.99,6272569.04,800,1000
19495,897502,6272565.767,800,1000
19496,897519.01,6272562.493,500,1000
19497,897536.02,6272559.219,785.714285714286,1000
19498,897553.03,6272555.946,900,1000
19499,897570.04,6272552.672,600,1000
19500,897587.05,6272549.399,657.142857142857,800
19501,897604.06,6272546.125,657.142857142857,800
19502,897621.07,6272542.851,742.857142857143,1000
19503,897638.08,6272539.578,300,300
19504,897655.09,6272536.304,842.857142857143,1000
19505,897672.1,6272533.031,800,800
19506,897689.11,6272529.757,1000,1000
19507,897706.12,6272526.484,700,1000
19508,897723.13,6272523.21,858.571428571429,1000
19509,897740.14,6272519.936,600,1000
19510,897757.15,6272516.663,842.857142857143,1000
19511,897774.16,6272513.389,288.571428571429,800
19512,897791.17,6272510.116,358.571428571429,1000
19513,897808.18,6272506.842,900,1000
19514,897825.19,6272503.569,800,800
19515,897842.2,6272500.295,800,800
19516,897859.21,6272497.021,728.571428571429,800
19517,897876.22,6272493.748,800,800
19518,897893.23,6272490.474,800,800
19519,897910.24,6272487.201,585.714285714286,800
19520,897927.25,6272483.927,500,1000
19521,897944.26,6272480.654,1000,1000
19784,896333.98,6272821.105,1,1
19785,896350.99,6272817.832,1,1
19786,896368,6272814.558,1,1
19787,896385.01,6272811.285,1,1
19788,896402.02,6272808.011,150.142857142857,1000
19789,896419.03,6272804.738,189,1000
19790,896436.04,6272801.464,146.285714285714,1000
19791,896453.05,6272798.19,387.428571428571,800
19792,896470.06,6272794.917,217.142857142857,300
19793,896487.07,6272791.643,858.571428571429,1000
19794,896504.08,6272788.37,217.142857142857,300
19795,896521.09,6272785.096,258.571428571429,300
19796,896538.1,6272781.823,217.142857142857,300
19797,896555.11,6272778.549,51.4285714285714,300
19798,896572.12,6272775.275,10,10
19799,896589.13,6272772.002,300,300
19800,896606.14,6272768.728,300,300
19801,896623.15,6272765.455,300,300
19802,896640.16,6272762.181,132.857142857143,300
19803,896657.17,6272758.908,235.714285714286,800
19804,896674.18,6272755.634,410,800
19805,896691.19,6272752.36,212.857142857143,1000
19806,896708.2,6272749.087,514.285714285714,800
19807,896725.21,6272745.813,390,800
19808,896742.22,6272742.54,475.714285714286,1000
19809,896759.23,6272739.266,617.142857142857,1000
19810,896776.24,6272735.992,574.285714285714,800
19811,896793.25,6272732.719,942.857142857143,1000
19812,896810.26,6272729.445,401.428571428571,800
19813,896827.27,6272726.172,800,800
19814,896844.28,6272722.898,814.285714285714,1000
19815,896861.29,6272719.625,258.571428571429,300
19816,896878.3,6272716.351,217.142857142857,300
19817,896895.31,6272713.077,800,1000
19818,896912.32,6272709.804,758.571428571429,1000
19819,896929.33,6272706.53,575.714285714286,1000
19820,896946.34,6272703.257,700,1000
19821,896963.35,6272699.983,800,1000
19822,896980.36,6272696.71,514.285714285714,800
19823,896997.37,6272693.436,1000,1000
19824,897014.38,6272690.162,900,1000
19825,897031.39,6272686.889,500,1000
19826,897048.4,6272683.615,600,1000
19827,897065.41,6272680.342,475.714285714286,1000
19828,897082.42,6272677.068,585.714285714286,800
19829,897099.43,6272673.795,900,1000
19830,897116.44,6272670.521,300,300
19831,897133.45,6272667.247,500,1000
19832,897150.46,6272663.974,417.142857142857,1000
19833,897167.47,6272660.7,514.285714285714,800
19834,897184.48,6272657.427,728.571428571429,800
19835,897201.49,6272654.153,300,300
19836,897218.5,6272650.879,858.571428571429,1000
19837,897235.51,6272647.606,458.571428571429,1000
19838,897252.52,6272644.332,500,1000
19839,897269.53,6272641.059,500,1000
19840,897286.54,6272637.785,600,1000
19841,897303.55,6272634.512,800,1000
19842,897320.56,6272631.238,900,1000
19843,897337.57,6272627.964,615.714285714286,800
19844,897354.58,6272624.691,442.857142857143,800
19845,897371.59,6272621.417,657.142857142857,800
19846,897388.6,6272618.144,615.714285714286,800
19847,897405.61,6272614.87,642.857142857143,1000
19848,897422.62,6272611.597,514.285714285714,800
19849,897439.63,6272608.323,900,1000
19850,897456.64,6272605.049,1000,1000
19851,897473.65,6272601.776,814.285714285714,1000
19852,897490.66,6272598.502,600,1000
19853,897507.67,6272595.229,1000,1000
19854,897524.68,6272591.955,800,1000
19855,897541.69,6272588.682,471.428571428571,1000
19856,897558.7,6272585.408,714.285714285714,1000
19857,897575.71,6272582.134,900,1000
19858,897592.72,6272578.861,371.428571428571,800
19859,897609.73,6272575.587,800,800
19860,897626.74,6272572.314,371.428571428571,800
19861,897643.75,6272569.04,1000,1000
19862,897660.76,6272565.767,1000,1000
19863,897677.77,6272562.493,1000,1000
19864,897694.78,6272559.219,658.571428571429,1000
19865,897711.79,6272555.946,617.142857142857,1000
19866,897728.8,6272552.672,700,1000
19867,897745.81,6272549.399,842.857142857143,1000
19868,897762.82,6272546.125,660,1000
19869,897779.83,6272542.851,192.857142857143,1000
19870,897796.84,6272539.578,700,1000
19871,897813.85,6272536.304,828.571428571429,1000
19872,897830.86,6272533.031,800,800
19873,897847.87,6272529.757,842.857142857143,1000
19874,897864.88,6272526.484,700,1000
19875,897881.89,6272523.21,700,1000
19876,897898.9,6272519.936,942.857142857143,1000
19877,897915.91,6272516.663,800,800
19878,897932.92,6272513.389,914.285714285714,1000
19879,897949.93,6272510.116,885.714285714286,1000
20141,896339.65,6272850.568,1,1
20142,896356.66,6272847.294,1,1
20143,896373.67,6272844.02,1,1
20144,896390.68,6272840.747,1,1
20145,896407.69,6272837.473,1,1
20146,896424.7,6272834.2,1,1
20147,896441.71,6272830.926,3.57142857142857,10
20148,896458.72,6272827.653,1,1
20149,896475.73,6272824.379,157.857142857143,800
20150,896492.74,6272821.105,8.71428571428571,10
20151,896509.75,6272817.832,217.142857142857,300
20152,896526.76,6272814.558,258.571428571429,300
20153,896543.77,6272811.285,358.571428571429,1000
20154,896560.78,6272808.011,217.142857142857,300
20155,896577.79,6272804.738,217.142857142857,300
20156,896594.8,6272801.464,900,1000
20157,896611.81,6272798.19,134.285714285714,300
20158,896628.82,6272794.917,134.285714285714,300
20159,896645.83,6272791.643,258.571428571429,300
20160,896662.84,6272788.37,800,1000
20161,896679.85,6272785.096,517.142857142857,1000
20162,896696.86,6272781.823,475.714285714286,1000
20163,896713.87,6272778.549,264.285714285714,1000
20164,896730.88,6272775.275,348.571428571429,800
20165,896747.89,6272772.002,574.285714285714,800
20166,896764.9,6272768.728,481.428571428571,800
20167,896781.91,6272765.455,707.142857142857,800
20168,896798.92,6272762.181,457.571428571429,800
20169,896815.93,6272758.908,486.142857142857,1000
20170,896832.94,6272755.634,771.571428571429,1000
20171,896849.95,6272752.36,714.285714285714,1000
20172,896866.96,6272749.087,134.285714285714,300
20173,896883.97,6272745.813,175.714285714286,300
20174,896900.98,6272742.54,717.142857142857,1000
20175,896917.99,6272739.266,758.571428571429,1000
20176,896935,6272735.992,1000,1000
20177,896952.01,6272732.719,617.142857142857,1000
20178,896969.02,6272729.445,658.571428571429,1000
20179,896986.03,6272726.172,472.857142857143,800
20180,897003.04,6272722.898,900,1000
20181,897020.05,6272719.625,600,1000
20182,897037.06,6272716.351,1000,1000
20183,897054.07,6272713.077,1000,1000
20184,897071.08,6272709.804,858.571428571429,1000
20185,897088.09,6272706.53,318.571428571429,800
20186,897105.1,6272703.257,600,1000
20187,897122.11,6272699.983,1000,1000
20188,897139.12,6272696.71,1000,1000
20189,897156.13,6272693.436,700,1000
20190,897173.14,6272690.162,300,300
20191,897190.15,6272686.889,728.571428571429,800
20192,897207.16,6272683.615,514.285714285714,800
20193,897224.17,6272680.342,600,1000
20194,897241.18,6272677.068,800,1000
20195,897258.19,6272673.795,642.857142857143,1000
20196,897275.2,6272670.521,657.142857142857,800
20197,897292.21,6272667.247,800,800
20198,897309.22,6272663.974,757.142857142857,1000
20199,897326.23,6272660.7,460,1000
20200,897343.24,6272657.427,388.571428571429,1000
20201,897360.25,6272654.153,730,1000
20202,897377.26,6272650.879,1000,1000
20203,897394.27,6272647.606,1000,1000
20204,897411.28,6272644.332,1000,1000
20205,897428.29,6272641.059,630,1000
20206,897445.3,6272637.785,771.428571428571,1000
20207,897462.31,6272634.512,1000,1000
20208,897479.32,6272631.238,1000,1000
20209,897496.33,6272627.964,542.857142857143,1000
20210,897513.34,6272624.691,871.428571428571,1000
20211,897530.35,6272621.417,700,1000
20212,897547.36,6272618.144,1000,1000
20213,897564.37,6272614.87,885.714285714286,1000
20214,897581.38,6272611.597,857.142857142857,1000
20215,897598.39,6272608.323,900,1000
20216,897615.4,6272605.049,371.428571428571,800
20217,897632.41,6272601.776,728.571428571429,800
20218,897649.42,6272598.502,600,1000
20219,897666.43,6272595.229,800,1000
20220,897683.44,6272591.955,1000,1000
20221,897700.45,6272588.682,800,1000
20222,897717.46,6272585.408,417.142857142857,1000
20223,897734.47,6272582.134,358.571428571429,1000
20224,897751.48,6272578.861,685.714285714286,1000
20225,897768.49,6272575.587,700,1000
20226,897785.5,6272572.314,900,1000
20227,897802.51,6272569.04,885.714285714286,1000
20228,897819.52,6272565.767,800,800
20229,897836.53,6272562.493,857.142857142857,1000
20230,897853.54,6272559.219,900,1000
20231,897870.55,6272555.946,700,1000
20232,897887.56,6272552.672,900,1000
20233,897904.57,6272549.399,857.142857142857,1000
20234,897921.58,6272546.125,857.142857142857,1000
20235,897938.59,6272542.851,900,1000
20236,897955.6,6272539.578,358.571428571429,1000
20501,896345.32,6272880.03,1,1
20502,896362.33,6272876.756,1,1
20503,896379.34,6272873.483,90.2857142857143,300
20504,896396.35,6272870.209,2.28571428571429,10
20505,896413.36,6272866.936,1,1
20506,896430.37,6272863.662,1,1
20507,896447.38,6272860.388,46.1428571428571,150
20508,896464.39,6272857.115,150,150
20509,896481.4,6272853.841,86.1428571428571,150
20510,896498.41,6272850.568,22.2857142857143,150
20511,896515.42,6272847.294,360,800
20512,896532.43,6272844.02,400,1000
20513,896549.44,6272840.747,700,1000
20514,896566.45,6272837.473,92.8571428571429,300
20515,896583.46,6272834.2,500,1000
20516,896600.47,6272830.926,758.571428571429,1000
20517,896617.48,6272827.653,51.4285714285714,300
20518,896634.49,6272824.379,300,300
20519,896651.5,6272821.105,51.4285714285714,300
20520,896668.51,6272817.832,400,1000
20521,896685.52,6272814.558,658.571428571429,1000
20522,896702.53,6272811.285,800,1000
20523,896719.54,6272808.011,700,1000
20524,896736.55,6272804.738,558.571428571429,1000
20525,896753.56,6272801.464,358.571428571429,1000
20526,896770.57,6272798.19,472.857142857143,800
20527,896787.58,6272794.917,574.285714285714,800
20528,896804.59,6272791.643,121.571428571429,800
20529,896821.6,6272788.37,348.571428571429,800
20530,896838.61,6272785.096,348.571428571429,800
20531,896855.62,6272781.823,408.571428571429,800
20532,896872.63,6272778.549,461.428571428571,800
20533,896889.64,6272775.275,235.714285714286,800
20534,896906.65,6272772.002,235.714285714286,800
