N2_id,X,Y,cost_mean,cost_max
10087,896889.64,6271858.674,292.857142857143,1000
10088,896906.65,6271855.401,558.571428571429,1000
10089,896923.66,6271852.127,235.714285714286,800
10090,896940.67,6271848.853,1000,1000
10091,896957.68,6271845.58,91.5714285714286,300
10092,896974.69,6271842.306,115.142857142857,800
10093,896991.7,6271839.033,247.142857142857,800
10094,897008.71,6271835.759,417.142857142857,1000
10095,897025.72,6271832.485,417.142857142857,1000
10096,897042.73,6271829.212,500,1000
10097,897059.74,6271825.938,417.142857142857,1000
10098,897076.75,6271822.665,517.142857142857,1000
10099,897093.76,6271819.391,658.571428571429,1000
10100,897110.77,6271816.118,800,1000
10101,897127.78,6271812.844,660,1000
10102,897144.79,6271809.57,442.857142857143,800
10103,897161.8,6271806.297,1000,1000
10104,897178.81,6271803.023,518.571428571429,1000
10105,897195.82,6271799.75,334.285714285714,1000
10106,897212.83,6271796.476,434.285714285714,1000
10107,897229.84,6271793.203,375.714285714286,1000
10108,897246.85,6271789.929,348.571428571429,800
10109,897263.86,6271786.655,585.714285714286,800
10110,897280.87,6271783.382,358.571428571429,1000
10111,897297.88,6271780.108,617.142857142857,1000
10112,897314.89,6271776.835,458.571428571429,1000
10113,897331.9,6271773.561,658.571428571429,1000
10114,897348.91,6271770.288,475.714285714286,1000
10115,897365.92,6271767.014,92.8571428571429,300
10116,897382.93,6271763.74,134.285714285714,300
10117,897399.94,6271760.467,375.714285714286,1000
10118,897416.95,6271757.193,531.428571428571,1000
10382,896521.09,6271960.155,390,800
10383,896538.1,6271956.881,318.571428571429,800
10384,896555.11,6271953.608,10,10
10385,896572.12,6271950.334,51.4285714285714,300
10386,896589.13,6271947.061,717.142857142857,1000
10387,896606.14,6271943.787,617.142857142857,1000
10388,896623.15,6271940.514,858.571428571429,1000
10389,896640.16,6271937.24,800,1000
10390,896657.17,6271933.966,600,1000
10391,896674.18,6271930.693,671.428571428571,1000
10392,896691.19,6271927.419,192.857142857143,1000
10393,896708.2,6271924.146,134.285714285714,300
10394,896725.21,6271920.872,234.428571428571,800
10395,896742.22,6271917.598,544.285714285714,800
10396,896759.23,6271914.325,615.714285714286,800
10397,896776.24,6271911.051,300,300
10398,896793.25,6271907.778,471.428571428571,1000
10399,896810.26,6271904.504,442.857142857143,800
10400,896827.27,6271901.231,442.857142857143,800
10401,896844.28,6271897.957,217.142857142857,300
10402,896861.29,6271894.683,300,300
10403,896878.3,6271891.41,558.571428571429,1000
10404,896895.31,6271888.136,334.285714285714,1000
10405,896912.32,6271884.863,348.571428571429,800
10406,896929.33,6271881.589,92.8571428571429,300
10407,896946.34,6271878.316,134.285714285714,300
10408,896963.35,6271875.042,900,1000
10409,896980.36,6271871.768,617.142857142857,1000
10410,896997.37,6271868.495,514.285714285714,800
10411,897014.38,6271865.221,800,1000
10412,897031.39,6271861.948,134.285714285714,300
10413,897048.4,6271858.674,258.571428571429,300
10414,897065.41,6271855.401,800,1000
10415,897082.42,6271852.127,360,800
10416,897099.43,6271848.853,615.714285714286,800
10417,897116.44,6271845.58,235.714285714286,800
10418,897133.45,6271842.306,6.14285714285714,10
10419,897150.46,6271839.033,317.142857142857,1000
10420,897167.47,6271835.759,390,800
10421,897184.48,6271832.485,560,1000
10422,897201.49,6271829.212,234.285714285714,1000
10423,897218.5,6271825.938,558.571428571429,1000
10424,897235.51,6271822.665,275.714285714286,1000
10425,897252.52,6271819.391,292.857142857143,1000
10426,897269.53,6271816.118,92.8571428571429,300
10427,897286.54,6271812.844,615.714285714286,800
10428,897303.55,6271809.57,235.714285714286,800
10429,897320.56,6271806.297,700,1000
10430,897337.57,6271803.023,517.142857142857,1000
10431,897354.58,6271799.75,6.14285714285714,10
10432,897371.59,6271796.476,434.285714285714,1000
10433,897388.6,6271793.203,292.857142857143,1000
10434,897405.61,6271789.929,192.857142857143,1000
10435,897422.62,6271786.655,4.85714285714286,10
10436,897439.63,6271783.382,1,1
10437,897456.64,6271780.108,8.71428571428571,10
10707,896492.74,6271996.164,92.8571428571429,300
10708,896509.75,6271992.891,800,800
10709,896526.76,6271989.617,390,800
10710,896543.77,6271986.344,275.714285714286,1000
10711,896560.78,6271983.07,588.571428571429,1000
10712,896577.79,6271979.796,348.571428571429,800
10713,896594.8,6271976.523,588.571428571429,1000
10714,896611.81,6271973.249,900,1000
10715,896628.82,6271969.976,900,1000
10716,896645.83,6271966.702,617.142857142857,1000
10717,896662.84,6271963.429,235.714285714286,800
10718,896679.85,6271960.155,672.857142857143,1000
10719,896696.86,6271956.881,51.4285714285714,300
10720,896713.87,6271953.608,461.428571428571,800
10721,896730.88,6271950.334,475.714285714286,1000
10722,896747.89,6271947.061,800,1000
10723,896764.9,6271943.787,134.285714285714,300
10724,896781.91,6271940.514,544.285714285714,800
10725,896798.92,6271937.24,600,1000
10726,896815.93,6271933.966,458.571428571429,1000
10727,896832.94,6271930.693,657.142857142857,800
10728,896849.95,6271927.419,348.571428571429,800
10729,896866.96,6271924.146,374.428571428571,1000
10730,896883.97,6271920.872,1000,1000
10731,896900.98,6271917.598,418.571428571429,1000
10732,896917.99,6271914.325,175.714285714286,300
10733,896935,6271911.051,92.8571428571429,300
10734,896952.01,6271907.778,45,300
10735,896969.02,6271904.504,4.85714285714286,10
10736,896986.03,6271901.231,10,10
10737,897003.04,6271897.957,544.285714285714,800
10738,897020.05,6271894.683,800,1000
10739,897037.06,6271891.41,358.571428571429,1000
10740,897054.07,6271888.136,390,800
10741,897071.08,6271884.863,644.285714285714,1000
10742,897088.09,6271881.589,358.571428571429,1000
10743,897105.1,6271878.316,134.285714285714,300
10744,897122.11,6271875.042,300,300
10745,897139.12,6271871.768,471.857142857143,1000
10746,897156.13,6271868.495,617.142857142857,1000
10747,897173.14,6271865.221,771.428571428571,1000
10748,897190.15,6271861.948,801.428571428571,1000
10749,897207.16,6271858.674,334.285714285714,1000
10750,897224.17,6271855.401,151.428571428571,1000
10751,897241.18,6271852.127,417.142857142857,1000
10752,897258.19,6271848.853,475.714285714286,1000
10753,897275.2,6271845.58,434.285714285714,1000
10754,897292.21,6271842.306,92.8571428571429,300
10755,897309.22,6271839.033,277.142857142857,800
10756,897326.23,6271835.759,800,800
10757,897343.24,6271832.485,274.571428571429,800
10758,897360.25,6271829.212,1,1
10759,897377.26,6271825.938,1,1
10760,897394.27,6271822.665,3.57142857142857,10
10761,897411.28,6271819.391,558.571428571429,1000
10762,897428.29,6271816.118,231.857142857143,800
10763,897445.3,6271812.844,186.428571428571,1000
10764,897462.31,6271809.57,800,1000
10765,897479.32,6271806.297,858.571428571429,1000
10766,897496.33,6271803.023,1000,1000
11035,896481.4,6272028.9,51.4285714285714,300
11036,896498.41,6272025.626,502.857142857143,800
11037,896515.42,6272022.353,51.4285714285714,300
11038,896532.43,6272019.079,134.285714285714,300
11039,896549.44,6272015.806,574.285714285714,800
11040,896566.45,6272012.532,542.857142857143,1000
11041,896583.46,6272009.259,658.571428571429,1000
11042,896600.47,6272005.985,234.285714285714,1000
11043,896617.48,6272002.711,717.142857142857,1000
11044,896634.49,6271999.438,134.285714285714,300
11045,896651.5,6271996.164,358.571428571429,1000
11046,896668.51,6271992.891,700,1000
11047,896685.52,6271989.617,502.857142857143,800
11048,896702.53,6271986.344,514.285714285714,800
11049,896719.54,6271983.07,642.857142857143,1000
11050,896736.55,6271979.796,375.714285714286,1000
11051,896753.56,6271976.523,258.571428571429,300
11052,896770.57,6271973.249,300,300
11053,896787.58,6271969.976,92.8571428571429,300
11054,896804.59,6271966.702,502.857142857143,800
11055,896821.6,6271963.429,300,300
11056,896838.61,6271960.155,300,300
11057,896855.62,6271956.881,800,800
11058,896872.63,6271953.608,51.4285714285714,300
11059,896889.64,6271950.334,330,800
11060,896906.65,6271947.061,318.571428571429,800
11061,896923.66,6271943.787,617.142857142857,1000
11062,896940.67,6271940.514,700,1000
11063,896957.68,6271937.24,717.142857142857,1000
11064,896974.69,6271933.966,1000,1000
11065,896991.7,6271930.693,800,1000
11066,897008.71,6271927.419,461.428571428571,800
11067,897025.72,6271924.146,390,800
11068,897042.73,6271920.872,785.714285714286,1000
11069,897059.74,6271917.598,1000,1000
11070,897076.75,6271914.325,1000,1000
11071,897093.76,6271911.051,600,1000
11072,897110.77,6271907.778,317.142857142857,1000
11073,897127.78,6271904.504,134.285714285714,300
11074,897144.79,6271901.231,317.142857142857,1000
11075,897161.8,6271897.957,417.142857142857,1000
11076,897178.81,6271894.683,771.428571428571,1000
11077,897195.82,6271891.41,530,1000
11078,897212.83,6271888.136,1000,1000
11079,897229.84,6271884.863,417.142857142857,1000
11080,897246.85,6271881.589,51.4285714285714,300
11081,897263.86,6271878.316,92.8571428571429,300
11082,897280.87,6271875.042,92.8571428571429,300
11083,897297.88,6271871.768,151.428571428571,1000
11084,897314.89,6271868.495,51.4285714285714,300
11085,897331.9,6271865.221,51.4285714285714,300
11086,897348.91,6271861.948,235.714285714286,800
11087,897365.92,6271858.674,715.714285714286,1000
11088,897382.93,6271855.401,134.285714285714,300
11089,897399.94,6271852.127,10,10
11090,897416.95,6271848.853,348.571428571429,800
11091,897433.96,6271845.58,517.142857142857,1000
11092,897450.97,6271842.306,10,10
11093,897467.98,6271839.033,51.4285714285714,300
11094,897484.99,6271835.759,258.571428571429,300
11095,897502,6271832.485,758.571428571429,1000
11096,897519.01,6271829.212,658.571428571429,1000
11097,897536.02,6271825.938,717.142857142857,1000
11362,896453.05,6272064.909,377.142857142857,1000
11363,896470.06,6272061.636,560,1000
11364,896487.07,6272058.362,615.714285714286,800
11365,896504.08,6272055.089,51.4285714285714,300
11366,896521.09,6272051.815,7.42857142857143,10
11367,896538.1,6272048.542,45,300
11368,896555.11,6272045.268,214.571428571429,300
11369,896572.12,6272041.994,92.8571428571429,300
11370,896589.13,6272038.721,574.285714285714,800
11371,896606.14,6272035.447,442.857142857143,800
11372,896623.15,6272032.174,400,1000
11373,896640.16,6272028.9,1000,1000
11374,896657.17,6272025.626,164.285714285714,800
11375,896674.18,6272022.353,585.714285714286,800
11376,896691.19,6272019.079,217.142857142857,300
11377,896708.2,6272015.806,300,300
11378,896725.21,6272012.532,800,1000
11379,896742.22,6272009.259,642.857142857143,1000
11380,896759.23,6272005.985,642.857142857143,1000
11381,896776.24,6272002.711,900,1000
11382,896793.25,6271999.438,700,1000
11383,896810.26,6271996.164,558.571428571429,1000
11384,896827.27,6271992.891,461.428571428571,800
11385,896844.28,6271989.617,132.857142857143,300
11386,896861.29,6271986.344,614.285714285714,800
11387,896878.3,6271983.07,514.285714285714,800
11388,896895.31,6271979.796,657.142857142857,800
11389,896912.32,6271976.523,400,1000
11390,896929.33,6271973.249,700,1000
11391,896946.34,6271969.976,300,300
11392,896963.35,6271966.702,300,300
11393,896980.36,6271963.429,258.571428571429,300
11394,896997.37,6271960.155,175.714285714286,300
11395,897014.38,6271956.881,247.142857142857,800
11396,897031.39,6271953.608,471.428571428571,1000
11397,897048.4,6271950.334,800,1000
11398,897065.41,6271947.061,517.142857142857,1000
11399,897082.42,6271943.787,330.428571428571,1000
11400,897099.43,6271940.514,145,1000
11401,897116.44,6271937.24,600,1000
11402,897133.45,6271933.966,417.142857142857,1000
11403,897150.46,6271930.693,51.4285714285714,300
11404,897167.47,6271927.419,51.4285714285714,300
11405,897184.48,6271924.146,235.714285714286,800
11406,897201.49,6271920.872,417.142857142857,1000
11407,897218.5,6271917.598,192.857142857143,1000
11408,897235.51,6271914.325,475.714285714286,1000
11409,897252.52,6271911.051,45,300
11410,897269.53,6271907.778,290.285714285714,1000
11411,897286.54,6271904.504,375.714285714286,1000
11412,897303.55,6271901.231,258.571428571429,300
11413,897320.56,6271897.957,800,1000
11414,897337.57,6271894.683,900,1000
11415,897354.58,6271891.41,900,1000
11416,897371.59,6271888.136,558.571428571429,1000
11417,897388.6,6271884.863,657.142857142857,800
11418,897405.61,6271881.589,277.142857142857,800
11419,897422.62,6271878.316,517.142857142857,1000
11420,897439.63,6271875.042,348.571428571429,800
11421,897456.64,6271871.768,134.285714285714,300
11422,897473.65,6271868.495,175.714285714286,300
11423,897490.66,6271865.221,475.714285714286,1000
11424,897507.67,6271861.948,275.714285714286,1000
11425,897524.68,6271858.674,558.571428571429,1000
11426,897541.69,6271855.401,658.571428571429,1000
11427,897558.7,6271852.127,800,800
11428,897575.71,6271848.853,717.142857142857,1000
11693,896441.71,6272097.645,642.857142857143,1000
11694,896458.72,6272094.372,614.285714285714,1000
11695,896475.73,6272091.098,544.285714285714,800
11696,896492.74,6272087.824,92.8571428571429,300
11697,896509.75,6272084.551,431.428571428571,800
11698,896526.76,6272081.277,800,1000
11699,896543.77,6272078.004,558.571428571429,1000
11700,896560.78,6272074.73,92.8571428571429,300
11701,896577.79,6272071.457,557.285714285714,1000
11702,896594.8,6272068.183,1000,1000
11703,896611.81,6272064.909,51.4285714285714,300
11704,896628.82,6272061.636,574.285714285714,800
11705,896645.83,6272058.362,574.285714285714,800
11706,896662.84,6272055.089,687.142857142857,800
11707,896679.85,6272051.815,189,1000
11708,896696.86,6272048.542,758.571428571429,1000
11709,896713.87,6272045.268,558.571428571429,1000
11710,896730.88,6272041.994,358.571428571429,1000
11711,896747.89,6272038.721,900,1000
11712,896764.9,6272035.447,687.142857142857,800
11713,896781.91,6272032.174,800,1000
11714,896798.92,6272028.9,51.4285714285714,300
11715,896815.93,6272025.626,234.285714285714,1000
11716,896832.94,6272022.353,7.42857142857143,10
11717,896849.95,6272019.079,116.428571428571,800
11718,896866.96,6272015.806,90,150
11719,896883.97,6272012.532,635.714285714286,800
11720,896900.98,6272009.259,800,800
11721,896917.99,6272005.985,800,800
11722,896935,6272002.711,685.714285714286,1000
11723,896952.01,6271999.438,671.428571428571,1000
11724,896969.02,6271996.164,400,1000
11725,896986.03,6271992.891,10,10
11726,897003.04,6271989.617,92.8571428571429,300
11727,897020.05,6271986.344,51.4285714285714,300
11728,897037.06,6271983.07,390,800
11729,897054.07,6271979.796,90,150
11730,897071.08,6271976.523,108.714285714286,150
11731,897088.09,6271973.249,23.5714285714286,150
11732,897105.1,6271969.976,1,1
11733,897122.11,6271966.702,4.85714285714286,10
11734,897139.12,6271963.429,3.57142857142857,10
11735,897156.13,6271960.155,90.2857142857143,300
11736,897173.14,6271956.881,517.142857142857,1000
11737,897190.15,6271953.608,631.428571428571,1000
11738,897207.16,6271950.334,475.714285714286,1000
11739,897224.17,6271947.061,51.4285714285714,300
11740,897241.18,6271943.787,317.142857142857,1000
11741,897258.19,6271940.514,517.142857142857,1000
11742,897275.2,6271937.24,617.142857142857,1000
11743,897292.21,6271933.966,375.714285714286,1000
11744,897309.22,6271930.693,800,1000
11745,897326.23,6271927.419,317.142857142857,1000
11746,897343.24,6271924.146,175.714285714286,300
11747,897360.25,6271920.872,275.714285714286,1000
11748,897377.26,6271917.598,275.714285714286,1000
11749,897394.27,6271914.325,175.714285714286,300
11750,897411.28,6271911.051,318.571428571429,800
11751,897428.29,6271907.778,800,800
11752,897445.3,6271904.504,375.714285714286,1000
11753,897462.31,6271901.231,800,1000
11754,897479.32,6271897.957,134.285714285714,300
11755,897496.33,6271894.683,700,1000
11756,897513.34,6271891.41,800,1000
11757,897530.35,6271888.136,1000,1000
11758,897547.36,6271884.863,431.428571428571,800
11759,897564.37,6271881.589,800,800
11760,897581.38,6271878.316,885.714285714286,1000
11761,897598.39,6271875.042,717.142857142857,1000
11762,897615.4,6271871.768,475.714285714286,1000
12021,896430.37,6272130.381,417.142857142857,1000
12022,896447.38,6272127.107,175.714285714286,300
12023,896464.39,6272123.834,431.428571428571,800
12024,896481.4,6272120.56,134.285714285714,300
12025,896498.41,6272117.287,500,1000
12026,896515.42,6272114.013,1000,1000
12027,896532.43,6272110.739,700,1000
12028,896549.44,6272107.466,614.285714285714,1000
12029,896566.45,6272104.192,1000,1000
12030,896583.46,6272100.919,292.857142857143,1000
12031,896600.47,6272097.645,434.285714285714,1000
12032,896617.48,6272094.372,474.428571428571,1000
12033,896634.49,6272091.098,900,1000
12034,896651.5,6272087.824,91.5714285714286,300
12035,896668.51,6272084.551,501.571428571429,800
12036,896685.52,6272081.277,288.571428571429,800
12037,896702.53,6272078.004,458.571428571429,1000
12038,896719.54,6272074.73,658.571428571429,1000
12039,896736.55,6272071.457,700,1000
12040,896753.56,6272068.183,288.571428571429,800
12041,896770.57,6272064.909,234.285714285714,1000
12042,896787.58,6272061.636,814.285714285714,1000
12043,896804.59,6272058.362,1000,1000
12044,896821.6,6272055.089,475.714285714286,1000
12045,896838.61,6272051.815,217.142857142857,300
12046,896855.62,6272048.542,247.142857142857,800
12047,896872.63,6272045.268,368.571428571429,800
12048,896889.64,6272041.994,242.857142857143,800
12049,896906.65,6272038.721,585.714285714286,800
12050,896923.66,6272035.447,800,800
12051,896940.67,6272032.174,800,800
12052,896957.68,6272028.9,800,800
12053,896974.69,6272025.626,800,800
12054,896991.7,6272022.353,800,800
12055,897008.71,6272019.079,800,800
12056,897025.72,6272015.806,234.285714285714,1000
12057,897042.73,6272012.532,92.8571428571429,300
12058,897059.74,6272009.259,348.571428571429,800
12059,897076.75,6272005.985,150,150
12060,897093.76,6272002.711,30,150
12061,897110.77,6271999.438,658.571428571429,1000
12062,897127.78,6271996.164,150.142857142857,1000
12063,897144.79,6271992.891,3.57142857142857,10
12064,897161.8,6271989.617,1,1
12065,897178.81,6271986.344,45,300
12066,897195.82,6271983.07,518.571428571429,1000
12067,897212.83,6271979.796,700,1000
12068,897229.84,6271976.523,558.571428571429,1000
12069,897246.85,6271973.249,275.714285714286,1000
12070,897263.86,6271969.976,45,300
12071,897280.87,6271966.702,4.85714285714286,10
12072,897297.88,6271963.429,92.8571428571429,300
12073,897314.89,6271960.155,358.571428571429,1000
12074,897331.9,6271956.881,375.714285714286,1000
12075,897348.91,6271953.608,175.714285714286,300
12076,897365.92,6271950.334,317.142857142857,1000
12077,897382.93,6271947.061,258.571428571429,300
12078,897399.94,6271943.787,175.714285714286,300
12079,897416.95,6271940.514,175.714285714286,300
12080,897433.96,6271937.24,217.142857142857,300
12081,897450.97,6271933.966,585.714285714286,800
12082,897467.98,6271930.693,615.714285714286,800
12083,897484.99,6271927.419,1000,1000
12084,897502,6271924.146,500,1000
12085,897519.01,6271920.872,700,1000
12086,897536.02,6271917.598,217.142857142857,300
12087,897553.03,6271914.325,800,800
12088,897570.04,6271911.051,442.857142857143,800
12089,897587.05,6271907.778,657.142857142857,800
12090,897604.06,6271904.504,800,800
12091,897621.07,6271901.231,800,800
12092,897638.08,6271897.957,715.714285714286,1000
12350,896419.03,6272163.117,771.428571428571,1000
12351,896436.04,6272159.843,192.857142857143,1000
12352,896453.05,6272156.57,461.428571428571,800
12353,896470.06,6272153.296,10,10
12354,896487.07,6272150.022,300,300
12355,896504.08,6272146.749,300,300
12356,896521.09,6272143.475,175.714285714286,300
12357,896538.1,6272140.202,234.285714285714,1000
12358,896555.11,6272136.928,800,1000
12359,896572.12,6272133.654,500,1000
12360,896589.13,6272130.381,288.571428571429,800
12361,896606.14,6272127.107,390,800
12362,896623.15,6272123.834,390,800
12363,896640.16,6272120.56,460,1000
12364,896657.17,6272117.287,388.571428571429,1000
12365,896674.18,6272114.013,685.714285714286,1000
12366,896691.19,6272110.739,235.714285714286,800
12367,896708.2,6272107.466,800,1000
12368,896725.21,6272104.192,614.285714285714,1000
12369,896742.22,6272100.919,742.857142857143,1000
12370,896759.23,6272097.645,600,1000
12371,896776.24,6272094.372,358.571428571429,1000
12372,896793.25,6272091.098,358.571428571429,1000
12373,896810.26,6272087.824,334.285714285714,1000
12374,896827.27,6272084.551,431.428571428571,800
12375,896844.28,6272081.277,458.571428571429,1000
12376,896861.29,6272078.004,375.714285714286,1000
12377,896878.3,6272074.73,3.57142857142857,10
12378,896895.31,6272071.457,1,1
12379,896912.32,6272068.183,115.142857142857,800
12380,896929.33,6272064.909,657.142857142857,800
12381,896946.34,6272061.636,182.857142857143,800
12382,896963.35,6272058.362,27.4285714285714,150
12383,896980.36,6272055.089,212.857142857143,1000
12384,896997.37,6272051.815,347.142857142857,1000
12385,897014.38,6272048.542,277.142857142857,800
12386,897031.39,6272045.268,48.8571428571429,300
12387,897048.4,6272041.994,717.142857142857,1000
12388,897065.41,6272038.721,531.428571428571,1000
12389,897082.42,6272035.447,71.4285714285714,300
12390,897099.43,6272032.174,215.714285714286,300
12391,897116.44,6272028.9,175.714285714286,300
12392,897133.45,6272025.626,51.4285714285714,300
12393,897150.46,6272022.353,50.1428571428571,300
12394,897167.47,6272019.079,3.57142857142857,10
12395,897184.48,6272015.806,431.428571428571,800
12396,897201.49,6272012.532,442.857142857143,800
12397,897218.5,6272009.259,585.714285714286,800
12398,897235.51,6272005.985,700,1000
12399,897252.52,6272002.711,558.571428571429,1000
12400,897269.53,6271999.438,300,300
12401,897286.54,6271996.164,358.571428571429,1000
12402,897303.55,6271992.891,658.571428571429,1000
