troncon_id,delta_ECA,ratio_delta_cost
50,5.207370,0.226407
51,1.175610,0.048984
52,0.178076,0.009893
59,0.062685,0.001229
65,0.042136,0.001359
67,0.358877,0.021110
68,0.205598,0.009345
70,10.269300,0.410772
71,2.247320,0.086435
73,0.099802,0.004339
74,0.122521,0.002917
75,1.215960,0.015999
76,3.474180,0.096505
77,28.499700,0.581627
84,0.020269,0.001843
86,5.246880,0.083284
87,11.452600,1.272510
88,11.572700,1.052060
89,0.048224,0.001378
90,0.064187,0.003566
92,0.276072,0.008906
93,0.023185,0.000393
94,0.121890,0.002902
97,0.014970,0.000416
115,0.468132,0.042558
116,0.100483,0.004567
117,0.949175,0.036507
123,0.034063,0.001363
131,0.034259,0.000779
132,1.577250,0.038470
134,0.314197,0.014962
135,0.045929,0.001837
136,0.019097,0.001194
137,0.055318,0.001676
139,0.011000,0.000458
142,0.094989,0.003958
144,0.281787,0.005871
146,0.011576,0.000827
147,0.012760,0.000982
150,0.148672,0.008260
151,0.010731,0.000413
153,0.022227,0.001307
156,0.089512,0.005595
160,4.426600,0.184442
169,0.071703,0.001494
179,0.011105,0.000411
184,0.092025,0.003173
185,3.740640,0.110019
186,0.014359,0.001026
187,0.038444,0.002746
188,4.517990,0.086884
191,0.547529,0.042118
192,0.059453,0.003497
193,1.194290,0.108572
194,0.072823,0.005202
197,0.030386,0.002532
200,1.414480,0.074446
201,0.042881,0.001340
203,11.622400,0.298010
208,1.770150,0.055317
210,0.104669,0.003079
211,0.017542,0.000605
213,1.866140,0.021699
216,0.061626,0.000434
222,0.011430,0.000714
223,0.078716,0.004373
224,0.084784,0.006056
225,0.050942,0.003396
227,0.074218,0.002749
228,0.030533,0.001018
235,0.149115,0.010651
236,0.052985,0.004817
237,0.131936,0.002932
238,0.259887,0.018563
239,6.975720,0.697572
240,0.303298,0.020220
260,0.021759,0.001280
272,0.636843,0.024494
279,0.015295,0.001177
280,0.021787,0.000396
283,6.678120,0.208691
284,0.106252,0.006641
287,0.187566,0.006699
288,0.058838,0.001509
290,18.721600,1.248110
292,0.028776,0.001515
293,0.013936,0.000240
294,0.096474,0.002097
297,0.170797,0.010047
300,0.052248,0.001493
303,0.062730,0.001901
304,1.489330,0.114564
305,0.032902,0.001028
306,0.015521,0.001109
307,0.025274,0.000648
310,1.794910,0.112182
312,0.533606,0.008893
313,0.013933,0.000606
315,0.387638,0.038764
316,0.335117,0.018618
320,0.142709,0.006205
330,0.016140,0.000448
331,0.107195,0.003573
332,0.018953,0.001354
334,0.418434,0.019020
344,0.020255,0.000343
346,0.015130,0.000688
348,0.128733,0.006130
360,0.012209,0.000872
363,0.015875,0.000992
364,0.028453,0.000790
366,0.592227,0.019104
367,0.171813,0.003996
370,0.788900,0.049306
371,0.209742,0.008390
372,0.438159,0.010432
376,0.022796,0.002072
382,4.071510,0.076821
383,0.011180,0.000658
385,0.156038,0.006242
391,0.012304,0.000946
392,2.368040,0.197336
393,1.339930,0.036214
395,0.026570,0.001771
396,0.633433,0.057585
398,0.086811,0.004341
399,0.587983,0.018967
406,3.222830,0.107428
409,0.022864,0.001345
410,0.024606,0.000848
414,0.018534,0.000772
416,0.026554,0.000458
422,0.019690,0.000895
424,0.018641,0.000339
428,0.013235,0.000662
439,0.022491,0.000726
440,0.043376,0.002283
441,0.110502,0.005023
442,0.419187,0.005988
451,0.064697,0.001903
453,0.815559,0.031368
457,0.165183,0.009177
465,0.017968,0.001123
466,0.031126,0.001945
469,0.035942,0.002765
470,0.110543,0.006503
474,0.076921,0.005494
475,0.446823,0.015958
479,0.038520,0.002266
480,0.040760,0.002911
490,0.225595,0.008057
519,0.545214,0.015578
524,0.038690,0.000841
525,0.038690,0.000879
526,0.025683,0.001605
527,20.766600,0.241472
528,0.109617,0.001957
529,6.932380,0.385132
532,0.153400,0.002645
533,0.152480,0.005865
535,0.328847,0.005304
541,0.095310,0.002383
543,0.019082,0.000454
556,1.954050,0.043423
557,0.175688,0.005490
558,5.468760,0.303820
560,1.825670,0.101426
561,1.299180,0.029527
562,0.183183,0.018318
563,0.101943,0.001378
568,0.014503,0.000403
570,0.011523,0.000823
581,14.121000,0.362076
585,0.037042,0.003367
588,0.022702,0.001746
589,0.220948,0.015782
590,3.881240,0.228308
591,32.782600,1.130430
611,4.524300,0.133068
612,0.087214,0.001615
613,0.035149,0.001465
614,0.021732,0.000701
615,0.013268,0.000510
630,0.147212,0.002495
631,0.497163,0.019122
632,0.074691,0.002134
633,0.019661,0.001404
635,0.030594,0.000827
646,0.026589,0.000415
647,0.205455,0.014675
649,0.193123,0.011360
650,1.234690,0.137188
651,0.676648,0.048332
654,4.349760,0.106092
655,20.089400,0.365263
656,6.443690,0.495668
657,13.793400,0.260252
658,3.436920,0.085923
659,19.144200,0.348075
660,6.443690,0.495668
661,14.487600,0.284071
662,15.230800,0.761541
664,0.191202,0.011950
665,0.015812,0.000753
666,0.243910,0.011087
669,0.331220,0.019484
670,1.158400,0.055162
671,1.181500,0.029538
672,0.203186,0.011952
673,0.928292,0.032010
674,5.099440,0.092717
676,0.012298,0.001366
678,0.540894,0.031817
679,0.106857,0.003958
680,0.020308,0.002031
681,0.038254,0.001822
682,0.063336,0.001508
683,0.015477,0.000673
685,0.096195,0.004581
694,0.500123,0.012198
713,0.335871,0.003325
714,42.889600,1.864760
715,31.644800,2.876800
717,14.606100,0.695530
718,0.097725,0.006515
720,13.512400,0.386068
721,0.094218,0.003769
723,0.054555,0.002372
725,0.037430,0.000851
726,0.797633,0.061356
727,0.418651,0.041865
730,0.305440,0.009545
731,0.460710,0.013961
732,0.133704,0.006685
733,0.342653,0.034265
734,0.221875,0.017067
735,48.486500,1.426070
738,0.028469,0.001356
741,0.037021,0.000823
742,0.038149,0.001817
744,0.031218,0.001115
745,0.053930,0.002451
746,0.061020,0.001849
747,0.035231,0.000783
759,0.228961,0.022896
760,0.243853,0.005301
761,0.254719,0.005924
763,0.065309,0.005442
764,0.216187,0.005689
765,0.063316,0.003957
766,0.442026,0.010280
767,0.086460,0.002109
768,0.010167,0.001017
770,0.101176,0.003489
771,0.052459,0.002384
783,0.208498,0.020850
784,0.224491,0.005475
785,0.123642,0.002576
786,0.162024,0.009001
787,0.045741,0.001476
790,2.044210,0.063881
791,0.149517,0.004272
792,3.560870,0.089022
794,4.005660,0.091038
798,0.138375,0.003844
800,0.017931,0.000578
807,0.521610,0.010645
809,0.112639,0.011264
818,0.165512,0.008711
819,0.183914,0.010217
821,1.722200,0.055555
822,0.180518,0.010029
825,0.114787,0.004251
834,0.014608,0.000859
835,0.031456,0.001015
839,0.011290,0.001026
840,0.027013,0.000900
841,0.014419,0.001109
842,0.523097,0.018038
844,0.094815,0.008620
849,0.025238,0.001202
869,0.164856,0.011775
870,13.424100,0.285619
872,0.429833,0.039076
873,0.154292,0.006429
874,0.105005,0.010501
876,0.068376,0.003799
877,0.503834,0.022902
878,0.017639,0.001470
879,0.294435,0.024536
882,0.122653,0.012265
883,0.068376,0.003799
886,0.510816,0.014595
887,0.011523,0.000960
888,0.373429,0.028725
898,0.026685,0.000270
899,0.039316,0.000771
900,0.018116,0.001294
901,0.010065,0.001006
902,0.067738,0.003387
905,0.441420,0.008828
906,0.026264,0.002626
913,0.070367,0.001716
917,0.165083,0.007504
918,0.055782,0.002656
919,0.051540,0.003681
920,0.144184,0.009612
921,0.109981,0.003235
922,0.015493,0.000968
924,0.188010,0.004476
925,0.606834,0.046680
928,0.021558,0.001960
931,0.144541,0.002780
934,0.011076,0.000527
935,0.019595,0.000754
936,0.012773,0.000710
937,0.151844,0.003037
938,0.105962,0.000898
941,0.017954,0.000898
978,0.023348,0.001229
979,0.064661,0.000703
981,0.020762,0.000433
988,0.016359,0.000399
999,0.019612,0.000891
1015,0.022114,0.000320
1045,0.079402,0.002647
1046,5.207240,0.110792
1047,0.058844,0.001961
1050,0.038444,0.001831
1057,0.086479,0.005405
1058,0.059799,0.001391
1059,0.080309,0.001959
1065,0.304311,0.009222
1066,1.235450,0.047518
1067,8.332460,0.208312
1068,1.502800,0.055659
1069,2.736570,0.109463
1072,0.014670,0.001467
1080,0.012753,0.001275
1082,1.378860,0.032830
1084,0.187096,0.007196
1085,0.068938,0.002028
1086,0.147982,0.004933
1087,0.019765,0.000412
1092,0.073330,0.001982
1094,7.380040,0.117143
1096,0.100992,0.003884
1097,0.027222,0.001944
1099,0.057602,0.001309
1100,0.035756,0.001084
1105,2.228250,0.028938
1106,0.334587,0.005576
1108,0.028320,0.001770
1111,0.038289,0.000851
1113,0.115168,0.004430
1114,0.078906,0.002545
1116,1.307300,0.031885
1119,0.046546,0.000913
1121,0.056530,0.001285
1122,0.462490,0.014453
1124,0.123970,0.003179
1125,0.043928,0.001627
1126,0.036630,0.000572
1127,0.053427,0.001187
1128,0.048781,0.000841
1135,0.108391,0.002045
1137,0.015831,0.001319
1141,2.052610,0.228067
1143,0.485510,0.053946
1144,1.530560,0.109325
1145,1.489330,0.165481
1147,0.119106,0.010828
1151,1.796040,0.089802
1152,0.186882,0.008899
1153,0.208121,0.004428
1154,2.985840,0.271440
1155,0.074647,0.003929
1170,1.084120,0.051625
1183,0.033208,0.001444
1184,0.116369,0.006845
1187,0.010306,0.000210
1188,0.012059,0.000447
1189,0.728475,0.017768
1198,0.116932,0.009744
1202,0.748435,0.046777
1203,5.813100,0.063186
1204,0.385984,0.006031
1205,0.258242,0.003743
1206,1.064570,0.096779
1208,0.259030,0.006817
1209,0.700380,0.035019
1210,5.459050,0.165426
1215,0.357050,0.010201
1233,0.068946,0.003447
1255,0.012379,0.000326
1266,0.265533,0.009835
1267,0.011318,0.000377
1273,0.426654,0.028444
1277,5.775570,0.111069
1278,1.209340,0.012597
1291,0.762029,0.021168
1292,0.034068,0.000946
1293,1.310520,0.022595
1317,0.369323,0.010862
1318,0.409854,0.005123
1319,0.305970,0.016998
1320,0.198024,0.012377
1321,0.136980,0.005707
1322,0.033174,0.001144
1329,0.057345,0.004779
1332,0.020154,0.000593
1360,0.011167,0.000620
1365,0.023099,0.000428
1378,0.016033,0.000263
1388,0.018770,0.001444
1401,0.064877,0.006488
1402,0.025016,0.000544
1404,0.042867,0.003572
1408,0.046221,0.002101
1409,0.069402,0.004627
1410,0.052571,0.005257
1412,0.039445,0.001715
1418,0.076940,0.002653
1422,0.434781,0.024155
1423,0.599236,0.042803
1433,0.078980,0.002025
1448,3.385140,0.161197
1452,0.023013,0.001918
1477,0.012317,0.000362
1479,0.479632,0.007994
1483,0.071500,0.007150
1484,0.258912,0.023537
1486,0.040449,0.001395
1488,1.027810,0.073415
1494,0.079298,0.002734
1536,8.948980,0.133567
1537,15.158600,0.433103
1543,0.030255,0.001081
1544,0.208654,0.003068
1545,0.119992,0.001579
1546,0.212477,0.010624
1547,0.010707,0.000428
1548,0.025450,0.000909
1553,0.011895,0.001190
1554,0.060503,0.001952
1560,0.011552,0.000525
1568,0.022610,0.000983
1570,0.053897,0.001684
1571,0.070073,0.004122
1577,1.014180,0.046099
1578,0.691919,0.023859
1579,5.913870,0.257125
1580,0.092972,0.007748
1588,0.013889,0.000926
1590,0.065370,0.005448
1591,0.417817,0.018992
1592,3.903670,0.205456
1595,0.059362,0.001522
1596,0.170212,0.005006
1623,1.812490,0.017946
1625,0.113490,0.004053
1631,0.048793,0.002323
1632,0.109203,0.007800
1633,0.037952,0.002711
1634,0.026813,0.001490
1636,0.101308,0.006332
1637,0.040596,0.002030
1638,0.029931,0.002993
1640,0.037630,0.002509
1641,0.748841,0.044049
1642,0.234844,0.005105
1644,0.027871,0.002787
1646,0.010275,0.000541
1648,0.778590,0.028837
1655,0.084028,0.006002
1656,0.020569,0.000605
1667,23.085800,0.961909
1668,6.160830,0.133931
1669,13.467800,0.240496
1670,49.084400,1.533890
1671,25.995400,0.456060
1672,0.417542,0.005494
1675,0.952605,0.011908
1676,0.658720,0.007750
1677,0.302126,0.003640
1678,0.989775,0.070698
1679,0.014755,0.000868
1683,35.933700,1.996320
1689,2.867930,0.086907
1690,9.738640,0.231872
1697,25.773400,0.920479
1698,25.169200,1.006770
1699,140.034000,1.772580
1700,97.849500,1.553170
1701,0.789236,0.197309
1705,3.626120,0.172672
1708,1.404740,0.037966
1709,0.075534,0.001162
1710,0.754164,0.006615
1711,0.076490,0.006954
1721,1.991950,0.104840
1722,0.307524,0.030752
1723,0.135152,0.006758
1724,0.893405,0.007323
1725,0.039135,0.001779
1748,0.076432,0.002066
1779,0.014531,0.001038
1782,0.024060,0.001504
1813,0.012234,0.000331
1816,0.170573,0.002472
1826,0.117373,0.002134
1831,1.059180,0.014509
1835,0.015567,0.000599
1839,0.024707,0.001544
1840,0.119929,0.002855
1852,1.102180,0.031491
1853,0.021014,0.000339
1854,0.010491,0.000525
1857,0.063973,0.002285
1860,0.391370,0.007384
1861,0.336372,0.025875
1867,0.608949,0.040597
1868,0.011935,0.001193
1870,0.136328,0.002272
1871,0.036322,0.002594
1872,0.012658,0.000703
1875,0.790349,0.041597
1880,0.043702,0.000971
1882,0.298098,0.016561
1884,0.017129,0.000285
1911,0.057345,0.005735
1915,0.018474,0.000770
1916,0.025011,0.001786
1918,0.069576,0.001392
1925,3.173750,0.102379
1929,0.093804,0.000869
1932,0.044112,0.001575
1934,0.037967,0.001225
1940,2.563340,0.197180
1955,0.017436,0.000918
1964,1.173050,0.048877
1966,0.787489,0.030288
1967,0.449794,0.044979
1968,0.975296,0.046443
1969,0.737117,0.052651
1971,0.028638,0.000609
1974,0.014601,0.000664
1977,8.588220,0.286274
1989,8.676660,0.255196
1994,1.459210,0.066327
1995,6.557350,0.345124
1996,8.407840,0.560523
1997,4.317780,0.287852
2000,1.367320,0.054693
2006,0.024949,0.000713
2007,0.196703,0.004683
2014,14.591100,0.442155
2019,0.157791,0.003287
2022,2.632570,0.188041
2025,0.139590,0.001861
