thresold length_gain alpha total_eca_restored total_eca massifs_eca_restored massifs_eca parcs_eca_restored parcs_eca massifs_eca parcs_eca_restored parcs_eca friches_eca_restored friches_eca between_massifs_parcs_eca_restored between_massifs_parcs_eca
1200 40 1400 305576 298837 290916 285220 1069.53 1033.81 285220 1069.53 1033.81 51.0063 47.5172 8768.81 8073.77
1200 40 1600 347770 339442 328631 321645 1250.46 1207.69 321645 1250.46 1207.69 61.4611 57.3909 11869.5 10949.9
1200 40 1800 390915 380932 366839 358512 1436.26 1386.91 358512 1436.26 1386.91 72.3648 67.7175 15351.6 14194.9
1200 40 2000 434864 423169 405460 395742 1624.27 1568.82 395742 1624.27 1568.82 83.6215 78.4081 19163.1 17762.4
1200 40 2200 479509 466057 444449 433295 1812.44 1751.42 433295 1812.44 1751.42 95.1428 89.3799 23254.4 21607.3
1200 40 2400 524762 509515 483774 471144 1999.23 1933.15 471144 1999.23 1933.15 106.848 100.558 27578.9 25686.8
1200 40 2600 570537 553470 523402 509265 2183.5 2112.88 509265 2183.5 2112.88 118.667 111.874 32093.9 29961.1
1200 40 2800 616750 597852 563296 547632 2364.42 2289.72 547632 2364.42 2289.72 130.536 123.267 36760.5 34393.7
1200 40 3000 663314 642586 603412 586211 2541.39 2463.07 586211 2541.39 2463.07 142.402 134.687 41543.8 38951.6
1200 50 1000 226332 221249 218816 214415 743.841 716.473 214415 743.841 716.473 32.5691 29.5175 4018.09 3603.85
1200 50 1200 266290 259328 255339 249384 905.793 868.637 249384 905.793 868.637 41.9782 38.1917 6260.57 5611.94
1200 50 1400 307799 298837 292808 285220 1080.56 1033.81 285220 1080.56 1033.81 52.0533 47.5172 8992.06 8073.77
1200 50 1600 350497 339442 330936 321645 1263.6 1207.69 321645 1263.6 1207.69 62.681 57.3909 12162.4 10949.9
1200 50 1800 394163 380932 369568 358512 1451.38 1386.91 358512 1451.38 1386.91 73.7559 67.7175 15717.5 14194.9
1200 50 2000 438646 423169 408627 395742 1641.2 1568.82 395742 1641.2 1568.82 85.18 78.4081 19603.7 17762.4
1200 50 2200 483837 466057 448064 433295 1831.02 1751.42 433295 1831.02 1751.42 96.863 89.3799 23769.8 21607.3
1200 50 2400 529643 509515 487845 471144 2019.29 1933.15 471144 2019.29 1933.15 108.724 100.558 28168.4 25686.8
1200 50 2600 575975 553470 527937 509265 2204.9 2112.88 509265 2204.9 2112.88 120.689 111.874 32755.8 29961.1
1200 50 2800 622746 597852 568299 547632 2387 2289.72 547632 2387 2289.72 132.696 123.267 37492.4 34393.7
1200 50 3000 669866 642586 608883 586211 2565.01 2463.07 586211 2565.01 2463.07 144.691 134.687 42342.7 38951.6
1200 60 1000 227738 221249 220042 214415 750.797 716.473 214415 750.797 716.473 33.3222 29.5175 4129.76 3603.85
1200 60 1200 268193 259328 256980 249384 915.158 868.637 249384 915.158 868.637 42.911 38.1917 6432.8 5611.94
1200 60 1400 310224 298837 294879 285220 1092.27 1033.81 285220 1092.27 1033.81 53.1689 47.5172 9233.06 8073.77
1200 60 1600 353466 339442 333451 321645 1277.54 1207.69 321645 1277.54 1207.69 63.9798 57.3909 12477.7 10949.9
1200 60 1800 397691 380932 372541 358512 1467.38 1386.91 358512 1467.38 1386.91 75.2359 67.7175 16110.5 14194.9
1200 60 2000 442748 423169 412070 395742 1659.1 1568.82 395742 1659.1 1568.82 86.8369 78.4081 20075.9 17762.4
1200 60 2200 488524 466057 451988 433295 1850.64 1751.42 433295 1850.64 1751.42 98.6906 89.3799 24321.4 21607.3
1200 60 2400 534923 509515 492261 471144 2040.47 1933.15 471144 2040.47 1933.15 110.714 100.558 28798.5 25686.8
1200 60 2600 581852 553470 532850 509265 2227.46 2112.88 509265 2227.46 2112.88 122.834 111.874 33462.4 29961.1
1200 60 2800 629219 597852 573712 547632 2410.8 2289.72 547632 2410.8 2289.72 134.987 123.267 38272.9 34393.7
1200 60 3000 676930 642586 614797 586211 2589.91 2463.07 586211 2589.91 2463.07 147.117 134.687 43194.1 38951.6
1200 70 1000 229260 221249 221370 214415 758.434 716.473 214415 758.434 716.473 34.1239 29.5175 4251.17 3603.85
1200 70 1200 270242 259328 258745 249384 925.3 868.637 249384 925.3 868.637 43.9035 38.1917 6619.45 5611.94
1200 70 1400 312827 298837 297099 285220 1104.84 1033.81 285220 1104.84 1033.81 54.3555 47.5172 9493.51 8073.77
1200 70 1600 356643 339442 336140 321645 1292.39 1207.69 321645 1292.39 1207.69 65.3607 57.3909 12817.6 10949.9
1200 70 1800 401461 380932 375715 358512 1484.36 1386.91 358512 1484.36 1386.91 76.8088 67.7175 16533.2 14194.9
1200 70 2000 447127 423169 415742 395742 1678.02 1568.82 395742 1678.02 1568.82 88.5969 78.4081 20582.8 17762.4
1200 70 2200 493524 466057 456172 433295 1871.32 1751.42 433295 1871.32 1751.42 100.631 89.3799 24912.6 21607.3
1200 70 2400 540552 509515 496966 471144 2062.73 1933.15 471144 2062.73 1933.15 112.827 100.558 29472.5 25686.8
1200 70 2600 588115 553470 538084 509265 2251.13 2112.88 509265 2251.13 2112.88 125.11 111.874 34217.2 29961.1
1200 70 2800 636116 597852 579479 547632 2435.71 2289.72 547632 2435.71 2289.72 137.415 123.267 39105.5 34393.7
1200 70 3000 684455 642586 621095 586211 2615.92 2463.07 586211 2615.92 2463.07 149.688 134.687 44101 38951.6
1200 80 1000 230900 221249 222799 214415 766.645 716.473 214415 766.645 716.473 34.9833 29.5175 4384.43 3603.85
1200 80 1200 272450 259328 260644 249384 936.16 868.637 249384 936.16 868.637 44.9678 38.1917 6823.88 5611.94
1200 80 1400 315633 298837 299489 285220 1118.25 1033.81 285220 1118.25 1033.81 55.6281 47.5172 9778.28 8073.77
1200 80 1600 360073 339442 339040 321645 1308.2 1207.69 321645 1308.2 1207.69 66.8423 57.3909 13188.8 10949.9
1200 80 1800 405539 380932 379144 358512 1502.39 1386.91 358512 1502.39 1386.91 78.4967 67.7175 16994.1 14194.9
1200 80 2000 451871 423169 419719 395742 1698.07 1568.82 395742 1698.07 1568.82 90.486 78.4081 21135.1 17762.4
1200 80 2200 498950 466057 460712 433295 1893.2 1751.42 433295 1893.2 1751.42 102.714 89.3799 25556 21607.3
1200 80 2400 546670 509515 502082 471144 2086.24 1933.15 471144 2086.24 1933.15 115.095 100.558 30205.6 25686.8
1200 80 2600 594931 553470 543784 509265 2276.1 2112.88 509265 2276.1 2112.88 127.552 111.874 35037.4 29961.1
1200 80 2800 643629 597852 585768 547632 2461.97 2289.72 547632 2461.97 2289.72 140.021 123.267 40009.6 34393.7
1200 80 3000 692661 642586 627973 586211 2643.31 2463.07 586211 2643.31 2463.07 152.446 134.687 45085.2 38951.6
1200 90 1000 232652 221249 224324 214415 775.337 716.473 214415 775.337 716.473 35.9056 29.5175 4528.11 3603.85
1200 90 1200 274805 259328 262668 249384 947.616 868.637 249384 947.616 868.637 46.1082 38.1917 7043.82 5611.94
1200 90 1400 318626 298837 302036 285220 1132.36 1033.81 285220 1132.36 1033.81 56.99 47.5172 10084 8073.77
1200 90 1600 363733 339442 342133 321645 1324.8 1207.69 321645 1324.8 1207.69 68.4258 57.3909 13586.4 10949.9
1200 90 1800 409891 380932 382804 358512 1521.27 1386.91 358512 1521.27 1386.91 80.2987 67.7175 17487.1 14194.9
1200 90 2000 456936 423169 423965 395742 1719.04 1568.82 395742 1719.04 1568.82 92.5006 78.4081 21724.7 17762.4
1200 90 2200 504745 466057 465562 433295 1916.03 1751.42 433295 1916.03 1751.42 104.933 89.3799 26241.9 21607.3
1200 90 2400 553206 509515 507550 471144 2110.75 1933.15 471144 2110.75 1933.15 117.508 100.558 30985.9 25686.8
1200 90 2600 602213 553470 549879 509265 2302.1 2112.88 509265 2302.1 2112.88 130.149 111.874 35909.3 29961.1
1200 90 2800 651656 597852 592493 547632 2489.28 2289.72 547632 2489.28 2289.72 142.79 123.267 40969.5 34393.7
1200 90 3000 701426 642586 635327 586211 2671.77 2463.07 586211 2671.77 2463.07 155.374 134.687 46128.8 38951.6
1200 100 1000 234541 221249 225962 214415 784.49 716.473 214415 784.49 716.473 36.8919 29.5175 4688.36 3603.85
1200 100 1200 277339 259328 264838 249384 959.642 868.637 249384 959.642 868.637 47.326 38.1917 7287.55 5611.94
1200 100 1400 321842 298837 304765 285220 1147.14 1033.81 285220 1147.14 1033.81 58.4422 47.5172 10421 8073.77
1200 100 1600 367664 339442 345444 321645 1342.14 1207.69 321645 1342.14 1207.69 70.1118 57.3909 14022.8 10949.9
1200 100 1800 414561 380932 386721 358512 1540.97 1386.91 358512 1540.97 1386.91 82.2144 67.7175 18026 14194.9
1200 100 2000 462370 423169 428510 395742 1740.86 1568.82 395742 1740.86 1568.82 94.6391 78.4081 22367 17762.4
1200 100 2200 510958 466057 470754 433295 1939.78 1751.42 433295 1939.78 1751.42 107.285 89.3799 26986.6 21607.3
1200 100 2400 560210 509515 513403 471144 2136.21 1933.15 471144 2136.21 1933.15 120.062 100.558 31830.7 25686.8
1200 100 2600 610011 553470 556401 509265 2329.06 2112.88 509265 2329.06 2112.88 132.894 111.874 36850.7 29961.1
1200 100 2800 660246 597852 599686 547632 2517.58 2289.72 547632 2517.58 2289.72 145.712 123.267 42003.2 34393.7
1200 100 3000 710797 642586 643188 586211 2701.23 2463.07 586211 2701.23 2463.07 158.461 134.687 47250 38951.6
1000 30 1000 197852 194839 192022 189341 692.184 678.051 189341 692.184 678.051 28.9714 27.3102 2918.95 2725.71
1000 30 1200 226419 222453 218139 214655 830.723 811.538 214655 830.723 811.538 36.8629 34.8212 4460.13 4160.7
1000 30 1400 255419 250507 244284 240022 980.617 956.451 240022 980.617 956.451 45.1901 42.7647 6334.99 5912.59
1000 30 1600 284591 278741 270234 265217 1138.29 1109.33 265217 1138.29 1109.33 53.8794 51.0699 8517.19 7959.31
1000 30 1800 313802 307020 295899 290141 1300.88 1267.4 290141 1300.88 1267.4 62.8682 59.6774 10976.3 10274.1
1000 30 2000 343002 335287 321270 314776 1466.14 1428.45 314776 1466.14 1428.45 72.1002 68.5337 13681 12828.6
1000 30 2200 372186 363532 346381 339147 1632.31 1590.72 339147 1632.31 1590.72 81.5231 77.5895 16600.1 15594.5
1000 30 2400 401372 391767 371284 363299 1798.04 1752.88 363299 1798.04 1752.88 91.0883 86.7987 19703.5 18543.8
1000 30 2600 430579 420014 396033 387287 1962.28 1913.86 387287 1962.28 1913.86 100.751 96.1187 22962.5 21649.9
1000 30 2800 459824 448291 420679 411157 2124.22 2072.87 411157 2124.22 2072.87 110.471 105.51 26350.2 24887.6
1000 30 3000 489116 476609 445258 434950 2283.29 2229.29 434950 2283.29 2229.29 120.211 114.939 29841.9 28233.2
1000 40 1000 199032 194839 193070 189341 698.046 678.051 189341 698.046 678.051 29.6101 27.3102 2997.41 2725.71
1000 40 1200 227959 222453 219488 214655 838.609 811.538 214655 838.609 811.538 37.646 34.8212 4581 4160.7
1000 40 1400 257316 250507 245923 240022 990.479 956.451 240022 990.479 956.451 46.1183 42.7647 6504.55 5912.59
1000 40 1600 286839 278741 272153 265217 1150.03 1109.33 265217 1150.03 1109.33 54.9523 51.0699 8739.97 7959.31
1000 40 1800 316399 307020 298094 290141 1314.39 1267.4 290141 1314.39 1267.4 64.0846 59.6774 11255.5 10274.1
1000 40 2000 345948 335287 323739 314776 1481.29 1428.45 314776 1481.29 1428.45 73.4575 68.5337 14018.4 12828.6
1000 40 2200 375486 363532 349126 339147 1648.96 1590.72 339147 1648.96 1590.72 83.0177 77.5895 16996.6 15594.5
1000 40 2400 405029 391767 374310 363299 1816.06 1752.88 363299 1816.06 1752.88 92.7157 86.7987 20159.2 18543.8
1000 40 2600 434598 420014 399346 387287 1981.53 1913.86 387287 1981.53 1913.86 102.506 96.1187 23476.7 21649.9
1000 40 2800 464209 448291 424284 411157 2144.6 2072.87 411157 2144.6 2072.87 112.348 105.51 26921.7 24887.6
1000 40 3000 493868 476609 449158 434950 2304.66 2229.29 434950 2304.66 2229.29 122.204 114.939 30468.8 28233.2
1000 50 1000 200297 194839 194191 189341 704.258 678.051 189341 704.258 678.051 30.2856 27.3102 3084.61 2725.71
1000 50 1200 229605 222453 220926 214655 846.939 811.538 214655 846.939 811.538 38.4728 34.8212 4714.35 4160.7
1000 50 1400 259337 250507 247665 240022 1000.87 956.451 240022 1000.87 956.451 47.097 42.7647 6690.51 5912.59
1000 50 1600 289230 278741 274189 265217 1162.39 1109.33 265217 1162.39 1109.33 56.0824 51.0699 8983.12 7959.31
1000 50 1800 319156 307020 300418 290141 1328.58 1267.4 290141 1328.58 1267.4 65.3644 59.6774 11558.8 10274.1
1000 50 2000 349074 335287 326350 314776 1497.18 1428.45 314776 1497.18 1428.45 74.8842 68.5337 14383.8 12828.6
1000 50 2200 378983 363532 352027 339147 1666.42 1590.72 339147 1666.42 1590.72 84.5875 77.5895 17424.8 15594.5
1000 50 2400 408901 391767 377506 363299 1834.94 1752.88 363299 1834.94 1752.88 94.4237 86.7987 20649.9 18543.8
1000 50 2600 438850 420014 402843 387287 2001.69 1913.86 387287 2001.69 1913.86 104.347 96.1187 24029 21649.9
1000 50 2800 468844 448291 428087 411157 2165.91 2072.87 411157 2165.91 2072.87 114.315 105.51 27534.1 24887.6
1000 50 3000 498888 476609 453271 434950 2327.01 2229.29 434950 2327.01 2229.29 124.29 114.939 31139.3 28233.2
1000 60 1000 201638 194839 195377 189341 710.843 678.051 189341 710.843 678.051 31.0052 27.3102 3179.94 2725.71
1000 60 1200 231347 222453 222444 214655 855.74 811.538 214655 855.74 811.538 39.3526 34.8212 4859.6 4160.7
1000 60 1400 261474 250507 249501 240022 1011.83 956.451 240022 1011.83 956.451 48.1374 42.7647 6892.49 5912.59
1000 60 1600 291755 278741 276333 265217 1175.4 1109.33 265217 1175.4 1109.33 57.2828 51.0699 9246.61 7959.31
1000 60 1800 322068 307020 302864 290141 1343.52 1267.4 290141 1343.52 1267.4 66.7229 59.6774 11887 10274.1
1000 60 2000 352374 335287 329098 314776 1513.9 1428.45 314776 1513.9 1428.45 76.3977 68.5337 14778.5 12828.6
1000 60 2200 382675 363532 355081 339147 1684.77 1590.72 339147 1684.77 1590.72 86.2517 77.5895 17886.6 15594.5
1000 60 2400 412991 391767 380872 363299 1854.78 1752.88 363299 1854.78 1752.88 96.2333 86.7987 21178.6 18543.8
1000 60 2600 443342 420014 406527 387287 2022.88 1913.86 387287 2022.88 1913.86 106.296 96.1187 24623.5 21649.9
1000 60 2800 473743 448291 432095 411157 2188.31 2072.87 411157 2188.31 2072.87 116.396 105.51 28192.7 24887.6
1000 60 3000 504195 476609 457609 434950 2350.49 2229.29 434950 2350.49 2229.29 126.497 114.939 31859.7 28233.2
1000 70 1000 203070 194839 196641 189341 717.999 678.051 189341 717.999 678.051 31.7681 27.3102 3282.95 2725.71
1000 70 1200 233204 222453 224060 214655 865.175 811.538 214655 865.175 811.538 40.2846 34.8212 5016.16 4160.7
1000 70 1400 263750 250507 251455 240022 1023.48 956.451 240022 1023.48 956.451 49.2388 42.7647 7109.63 5912.59
1000 70 1600 294445 278741 278615 265217 1189.14 1109.33 265217 1189.14 1109.33 58.5527 51.0699 9529.19 7959.31
1000 70 1800 325171 307020 305469 290141 1359.22 1267.4 290141 1359.22 1267.4 68.1591 59.6774 12238.2 10274.1
1000 70 2000 355891 335287 332027 314776 1531.41 1428.45 314776 1531.41 1428.45 77.9968 68.5337 15199.9 12828.6
1000 70 2200 386611 363532 358338 339147 1703.95 1590.72 339147 1703.95 1590.72 88.0088 77.5895 18378.8 15594.5
1000 70 2400 417352 391767 384463 363299 1875.46 1752.88 363299 1875.46 1752.88 98.1428 86.7987 21741.1 18543.8
1000 70 2600 448133 420014 410460 387287 2044.93 1913.86 387287 2044.93 1913.86 108.351 96.1187 25255 21649.9
1000 70 2800 478967 448291 436375 411157 2211.58 2072.87 411157 2211.58 2072.87 118.59 105.51 28891.1 24887.6
1000 70 3000 509854 476609 462241 434950 2374.86 2229.29 434950 2374.86 2229.29 128.821 114.939 32622.7 28233.2
1000 80 1000 204609 194839 197997 189341 725.628 678.051 189341 725.628 678.051 32.5789 27.3102 3396.23 2725.71
1000 80 1200 235195 222453 225789 214655 875.191 811.538 214655 875.191 811.538 41.2735 34.8212 5187.7 4160.7
1000 80 1400 266186 250507 253543 240022 1035.79 956.451 240022 1035.79 956.451 50.4056 42.7647 7346.62 5912.59
1000 80 1600 297322 278741 281051 265217 1203.63 1109.33 265217 1203.63 1109.33 59.8961 51.0699 9836.47 7959.31
1000 80 1800 328486 307020 308248 290141 1375.74 1267.4 290141 1375.74 1267.4 69.6762 59.6774 12618.7 10274.1
1000 80 2000 359646 335287 335150 314776 1549.8 1428.45 314776 1549.8 1428.45 79.6835 68.5337 15655.1 12828.6
1000 80 2200 390811 363532 361809 339147 1724.04 1590.72 339147 1724.04 1590.72 89.8597 77.5895 18908.9 15594.5
1000 80 2400 422002 391767 388289 363299 1897.09 1752.88 363299 1897.09 1752.88 100.151 86.7987 22345.3 18543.8
1000 80 2600 453238 420014 414648 387287 2067.95 1913.86 387287 2067.95 1913.86 110.51 96.1187 25931.5 21649.9
1000 80 2800 484530 448291 440931 411157 2235.84 2072.87 411157 2235.84 2072.87 120.892 105.51 29637.7 24887.6
1000 80 3000 515874 476609 467168 434950 2400.23 2229.29 434950 2400.23 2229.29 131.258 114.939 33436.4 28233.2
1000 90 1000 206262 194839 199452 189341 733.701 678.051 189341 733.701 678.051 33.4482 27.3102 3519.75 2725.71
1000 90 1200 237330 222453 227640 214655 885.762 811.538 214655 885.762 811.538 42.3318 34.8212 5374.42 4160.7
1000 90 1400 268795 250507 255774 240022 1048.77 956.451 240022 1048.77 956.451 51.6526 42.7647 7604.05 5912.59
1000 90 1600 300397 278741 283650 265217 1218.88 1109.33 265217 1218.88 1109.33 61.33 51.0699 10169.5 7959.31
1000 90 1800 332027 307020 311211 290141 1393.09 1267.4 290141 1393.09 1267.4 71.2938 59.6774 13030.3 10274.1
1000 90 2000 363656 335287 338478 314776 1569.09 1428.45 314776 1569.09 1428.45 81.4801 68.5337 16146.5 12828.6
1000 90 2200 395294 363532 365508 339147 1745.09 1590.72 339147 1745.09 1590.72 91.8293 77.5895 19480 15594.5
1000 90 2400 426964 391767 392367 363299 1919.75 1752.88 363299 1919.75 1752.88 102.287 86.7987 22995 18543.8
1000 90 2600 458684 420014 419111 387287 2092.04 1913.86 387287 2092.04 1913.86 112.803 96.1187 26657.8 21649.9
1000 90 2800 490462 448291 445786 411157 2261.22 2072.87 411157 2261.22 2072.87 123.334 105.51 30437.8 24887.6
1000 90 3000 522293 476609 472420 434950 2426.74 2229.29 434950 2426.74 2229.29 133.841 114.939 34307.2 28233.2
1000 100 1000 208075 194839 201047 189341 742.23 678.051 189341 742.23 678.051 34.3759 27.3102 3657.74 2725.71
1000 100 1200 239662 222453 229661 214655 896.904 811.538 214655 896.904 811.538 43.4596 34.8212 5581.38 4160.7
1000 100 1400 271635 250507 258201 240022 1062.42 956.451 240022 1062.42 956.451 52.9794 42.7647 7887.63 5912.59
1000 100 1600 303738 278741 286471 265217 1234.89 1109.33 265217 1234.89 1109.33 62.8534 51.0699 10534.6 7959.31
1000 100 1800 335864 307020 314421 290141 1411.29 1267.4 290141 1411.29 1267.4 73.0099 59.6774 13479.4 10274.1
1000 100 2000 367991 335287 342077 314776 1589.29 1428.45 314776 1589.29 1428.45 83.3835 68.5337 16680.7 12828.6
1000 100 2200 400133 363532 369502 339147 1767.11 1590.72 339147 1767.11 1590.72 93.9132 77.5895 20098.8 15594.5
1000 100 2400 432312 391767 396763 363299 1943.41 1752.88 363299 1943.41 1752.88 104.543 86.7987 23696.8 18543.8
1000 100 2600 464544 420014 423917 387287 2117.18 1913.86 387287 2117.18 1913.86 115.224 96.1187 27440.1 21649.9
1000 100 2800 496837 448291 451007 411157 2287.66 2072.87 411157 2287.66 2072.87 125.909 105.51 31297.6 24887.6
1000 100 3000 529181 476609 478059 434950 2454.34 2229.29 434950 2454.34 2229.29 136.56 114.939 35240.8 28233.2
