from,to,from_x,from_y,to_x,to_y
65,143,894486.781,6248894.943,897767.2279,6247251.124
65,142,894486.781,6248894.943,899303.8602,6247252.014
65,141,894486.781,6248894.943,899681.8593,6247197.84
65,140,894486.781,6248894.943,893836.6856,6241379.327
65,139,894486.781,6248894.943,900263.7652,6246510.953
65,138,894486.781,6248894.943,894425.1735,6243088.405
65,137,894486.781,6248894.943,899756.3707,6251531.358
65,136,894486.781,6248894.943,895099.7515,6249659.798
65,135,894486.781,6248894.943,896114.4621,6247824.183
65,134,894486.781,6248894.943,892567.1836,6244281.507
65,133,894486.781,6248894.943,900728.7969,6246903.486
65,132,894486.781,6248894.943,894924.647,6240403.477
65,131,894486.781,6248894.943,893879.1175,6247855.605
65,130,894486.781,6248894.943,893382.7607,6241867.198
65,129,894486.781,6248894.943,892023.3448,6255575.88
65,128,894486.781,6248894.943,895263.7109,6247423.294
65,127,894486.781,6248894.943,897487.6186,6250156.936
65,126,894486.781,6248894.943,901228.7378,6252522.538
65,125,894486.781,6248894.943,893249.3762,6244927.335
65,124,894486.781,6248894.943,899112.5379,6254097.162
65,122,894486.781,6248894.943,899076.1026,6253026.675
65,121,894486.781,6248894.943,898887.4503,6247539.568
65,120,894486.781,6248894.943,895396.9513,6247783.149
65,119,894486.781,6248894.943,893593.292,6243572.637
65,118,894486.781,6248894.943,894045.3462,6241639.035
65,116,894486.781,6248894.943,895444.2526,6243478.332
65,115,894486.781,6248894.943,898797.9989,6249686.688
65,114,894486.781,6248894.943,897966.3836,6245337.298
65,113,894486.781,6248894.943,892716.6781,6253417.617
65,111,894486.781,6248894.943,899975.3757,6252197.331
65,110,894486.781,6248894.943,890859.8999,6255949.775
65,108,894486.781,6248894.943,902716.2938,6247587.541
65,107,894486.781,6248894.943,899641.6743,6251421.266
65,106,894486.781,6248894.943,892999.4991,6251972.58
65,105,894486.781,6248894.943,897200.104,6253609.11
65,104,894486.781,6248894.943,902162.4159,6248296.579
65,103,894486.781,6248894.943,895177.0332,6248868.822
65,102,894486.781,6248894.943,895112.6536,6243116.88
65,101,894486.781,6248894.943,899260.222,6252858.947
65,100,894486.781,6248894.943,896307.021,6248669.911
65,99,894486.781,6248894.943,897718.9648,6244490.821
65,98,894486.781,6248894.943,895781.1484,6248121.332
65,97,894486.781,6248894.943,901763.6392,6248361.94
65,96,894486.781,6248894.943,898380.303,6252031.261
65,95,894486.781,6248894.943,896593.139,6249091.066
65,94,894486.781,6248894.943,892809.9,6243348
65,93,894486.781,6248894.943,896612.597,6241831.259
65,92,894486.781,6248894.943,894567.2561,6245376.225
65,91,894486.781,6248894.943,892291.405,6253068.862
65,90,894486.781,6248894.943,893016.4,6250461.1
65,89,894486.781,6248894.943,893389.241,6243986.462
65,88,894486.781,6248894.943,898113.833,6245597.724
65,87,894486.781,6248894.943,891066.186,6253279.483
65,86,894486.781,6248894.943,896260.6064,6243816.926
65,85,894486.781,6248894.943,894207.494,6241782.413
65,84,894486.781,6248894.943,892958.915,6252347.393
65,83,894486.781,6248894.943,891936.9185,6251109.496
65,82,894486.781,6248894.943,894713.221,6250499.28
65,81,894486.781,6248894.943,887809.781,6254170.987
65,80,894486.781,6248894.943,896036.539,6250234.585
65,79,894486.781,6248894.943,891317.5765,6245116.95
65,78,894486.781,6248894.943,898218.726,6251175.439
65,77,894486.781,6248894.943,894529.7,6248105.3
65,76,894486.781,6248894.943,898620.7,6247103.47
65,75,894486.781,6248894.943,893485.1986,6243047.434
65,74,894486.781,6248894.943,891481.2,6246616
65,73,894486.781,6248894.943,894261.789,6244198.102
65,72,894486.781,6248894.943,891798.608,6253877.724
65,71,894486.781,6248894.943,897281.479,6245629.767
65,70,894486.781,6248894.943,893292.114,6241409.167
65,69,894486.781,6248894.943,893897.244,6243347.565
65,68,894486.781,6248894.943,895042.932,6243817.841
65,67,894486.781,6248894.943,892512.4,6245621.7
65,66,894486.781,6248894.943,895165.897,6245720.823
64,195,894855.983,6247409.194,900626.3369,6253112.184
64,194,894855.983,6247409.194,899962.6971,6251047.65
64,193,894855.983,6247409.194,898360.8419,6249231.89
64,192,894855.983,6247409.194,891245.3657,6253164.735
64,191,894855.983,6247409.194,902518.0489,6247189.228
64,190,894855.983,6247409.194,903115.7029,6248328.979
64,189,894855.983,6247409.194,899142.4554,6252598.436
64,188,894855.983,6247409.194,899652.3352,6251059.146
64,187,894855.983,6247409.194,894884.4415,6241468.28
64,185,894855.983,6247409.194,899255.6088,6249530.409
64,184,894855.983,6247409.194,896259.7889,6247501.291
64,183,894855.983,6247409.194,893999.1711,6241492.247
64,182,894855.983,6247409.194,898140.7095,6250264.237
64,181,894855.983,6247409.194,896109.477,6249277.96
64,180,894855.983,6247409.194,894782.8435,6252089.149
64,179,894855.983,6247409.194,893572.6591,6250200.509
64,177,894855.983,6247409.194,893031.9905,6248778.506
64,176,894855.983,6247409.194,895189.3055,6244277.833
64,175,894855.983,6247409.194,894474.0396,6248609.383
64,174,894855.983,6247409.194,895066.1113,6243303.233
64,173,894855.983,6247409.194,897817.951,6248248.827
64,172,894855.983,6247409.194,902428.6381,6247977.304
64,171,894855.983,6247409.194,895931.1183,6251813.658
64,170,894855.983,6247409.194,897221.6731,6254280.26
64,169,894855.983,6247409.194,893041.6517,6244378.633
64,168,894855.983,6247409.194,898248.009,6245355.938
64,167,894855.983,6247409.194,894828.0179,6249954.883
64,166,894855.983,6247409.194,895291.0231,6251467.41
64,165,894855.983,6247409.194,893782.4458,6252279.328
64,164,894855.983,6247409.194,894740.5409,6251293.16
64,163,894855.983,6247409.194,894164.4941,6251897.209
64,162,894855.983,6247409.194,896776.7877,6252796.681
64,161,894855.983,6247409.194,890993.371,6253728.532
64,160,894855.983,6247409.194,896488.4487,6248556.281
64,159,894855.983,6247409.194,900195.4364,6248526.496
64,158,894855.983,6247409.194,902419.753,6247500.901
64,157,894855.983,6247409.194,899730.7909,6245873.57
64,156,894855.983,6247409.194,897882.4761,6244654.36
64,155,894855.983,6247409.194,900153.4479,6248867.131
64,154,894855.983,6247409.194,894749.1433,6243568.352
64,153,894855.983,6247409.194,898500.9082,6246755.937
64,152,894855.983,6247409.194,897286.6513,6247185.555
64,151,894855.983,6247409.194,896631.6547,6247762.015
64,150,894855.983,6247409.194,900202.6795,6246895.042
64,149,894855.983,6247409.194,895735.968,6253146.208
64,148,894855.983,6247409.194,891372.3166,6254184.236
64,147,894855.983,6247409.194,903458.1749,6247335.19
64,145,894855.983,6247409.194,894359.9643,6241527.721
64,144,894855.983,6247409.194,895958.0381,6253459.031
64,143,894855.983,6247409.194,897767.2279,6247251.124
64,142,894855.983,6247409.194,899303.8602,6247252.014
64,141,894855.983,6247409.194,899681.8593,6247197.84
64,140,894855.983,6247409.194,893836.6856,6241379.327
64,139,894855.983,6247409.194,900263.7652,6246510.953
64,138,894855.983,6247409.194,894425.1735,6243088.405
64,137,894855.983,6247409.194,899756.3707,6251531.358
64,136,894855.983,6247409.194,895099.7515,6249659.798
64,135,894855.983,6247409.194,896114.4621,6247824.183
64,134,894855.983,6247409.194,892567.1836,6244281.507
64,133,894855.983,6247409.194,900728.7969,6246903.486
64,132,894855.983,6247409.194,894924.647,6240403.477
64,131,894855.983,6247409.194,893879.1175,6247855.605
64,130,894855.983,6247409.194,893382.7607,6241867.198
64,129,894855.983,6247409.194,892023.3448,6255575.88
64,128,894855.983,6247409.194,895263.7109,6247423.294
64,127,894855.983,6247409.194,897487.6186,6250156.936
64,126,894855.983,6247409.194,901228.7378,6252522.538
64,125,894855.983,6247409.194,893249.3762,6244927.335
64,124,894855.983,6247409.194,899112.5379,6254097.162
64,122,894855.983,6247409.194,899076.1026,6253026.675
64,121,894855.983,6247409.194,898887.4503,6247539.568
64,120,894855.983,6247409.194,895396.9513,6247783.149
64,119,894855.983,6247409.194,893593.292,6243572.637
64,118,894855.983,6247409.194,894045.3462,6241639.035
64,116,894855.983,6247409.194,895444.2526,6243478.332
64,115,894855.983,6247409.194,898797.9989,6249686.688
64,114,894855.983,6247409.194,897966.3836,6245337.298
64,113,894855.983,6247409.194,892716.6781,6253417.617
64,111,894855.983,6247409.194,899975.3757,6252197.331
64,109,894855.983,6247409.194,891444.0051,6239794.674
64,108,894855.983,6247409.194,902716.2938,6247587.541
64,107,894855.983,6247409.194,899641.6743,6251421.266
64,106,894855.983,6247409.194,892999.4991,6251972.58
64,105,894855.983,6247409.194,897200.104,6253609.11
64,104,894855.983,6247409.194,902162.4159,6248296.579
64,103,894855.983,6247409.194,895177.0332,6248868.822
64,102,894855.983,6247409.194,895112.6536,6243116.88
64,101,894855.983,6247409.194,899260.222,6252858.947
64,100,894855.983,6247409.194,896307.021,6248669.911
64,99,894855.983,6247409.194,897718.9648,6244490.821
64,98,894855.983,6247409.194,895781.1484,6248121.332
64,97,894855.983,6247409.194,901763.6392,6248361.94
64,96,894855.983,6247409.194,898380.303,6252031.261
64,95,894855.983,6247409.194,896593.139,6249091.066
64,94,894855.983,6247409.194,892809.9,6243348
64,93,894855.983,6247409.194,896612.597,6241831.259
64,92,894855.983,6247409.194,894567.2561,6245376.225
64,91,894855.983,6247409.194,892291.405,6253068.862
64,90,894855.983,6247409.194,893016.4,6250461.1
64,89,894855.983,6247409.194,893389.241,6243986.462
64,88,894855.983,6247409.194,898113.833,6245597.724
64,87,894855.983,6247409.194,891066.186,6253279.483
64,86,894855.983,6247409.194,896260.6064,6243816.926
64,85,894855.983,6247409.194,894207.494,6241782.413
64,84,894855.983,6247409.194,892958.915,6252347.393
64,83,894855.983,6247409.194,891936.9185,6251109.496
64,82,894855.983,6247409.194,894713.221,6250499.28
64,80,894855.983,6247409.194,896036.539,6250234.585
64,79,894855.983,6247409.194,891317.5765,6245116.95
64,78,894855.983,6247409.194,898218.726,6251175.439
64,77,894855.983,6247409.194,894529.7,6248105.3
64,76,894855.983,6247409.194,898620.7,6247103.47
64,75,894855.983,6247409.194,893485.1986,6243047.434
64,74,894855.983,6247409.194,891481.2,6246616
64,73,894855.983,6247409.194,894261.789,6244198.102
64,72,894855.983,6247409.194,891798.608,6253877.724
64,71,894855.983,6247409.194,897281.479,6245629.767
64,70,894855.983,6247409.194,893292.114,6241409.167
64,69,894855.983,6247409.194,893897.244,6243347.565
64,68,894855.983,6247409.194,895042.932,6243817.841
64,67,894855.983,6247409.194,892512.4,6245621.7
64,66,894855.983,6247409.194,895165.897,6245720.823
64,65,894855.983,6247409.194,894486.781,6248894.943
63,193,894769.226,6243117.443,898360.8419,6249231.89
63,187,894769.226,6243117.443,894884.4415,6241468.28
63,185,894769.226,6243117.443,899255.6088,6249530.409
63,184,894769.226,6243117.443,896259.7889,6247501.291
63,183,894769.226,6243117.443,893999.1711,6241492.247
63,182,894769.226,6243117.443,898140.7095,6250264.237
63,181,894769.226,6243117.443,896109.477,6249277.96
63,179,894769.226,6243117.443,893572.6591,6250200.509
63,177,894769.226,6243117.443,893031.9905,6248778.506
63,176,894769.226,6243117.443,895189.3055,6244277.833
63,175,894769.226,6243117.443,894474.0396,6248609.383
63,174,894769.226,6243117.443,895066.1113,6243303.233
63,173,894769.226,6243117.443,897817.951,6248248.827
63,169,894769.226,6243117.443,893041.6517,6244378.633
63,168,894769.226,6243117.443,898248.009,6245355.938
63,167,894769.226,6243117.443,894828.0179,6249954.883
63,166,894769.226,6243117.443,895291.0231,6251467.41
63,164,894769.226,6243117.443,894740.5409,6251293.16
63,160,894769.226,6243117.443,896488.4487,6248556.281
63,159,894769.226,6243117.443,900195.4364,6248526.496
63,157,894769.226,6243117.443,899730.7909,6245873.57
63,156,894769.226,6243117.443,897882.4761,6244654.36
63,155,894769.226,6243117.443,900153.4479,6248867.131
63,154,894769.226,6243117.443,894749.1433,6243568.352
63,153,894769.226,6243117.443,898500.9082,6246755.937
63,152,894769.226,6243117.443,897286.6513,6247185.555
63,151,894769.226,6243117.443,896631.6547,6247762.015
63,150,894769.226,6243117.443,900202.6795,6246895.042
63,145,894769.226,6243117.443,894359.9643,6241527.721
63,143,894769.226,6243117.443,897767.2279,6247251.124
63,142,894769.226,6243117.443,899303.8602,6247252.014
63,141,894769.226,6243117.443,899681.8593,6247197.84
63,140,894769.226,6243117.443,893836.6856,6241379.327
63,139,894769.226,6243117.443,900263.7652,6246510.953
63,138,894769.226,6243117.443,894425.1735,6243088.405
63,136,894769.226,6243117.443,895099.7515,6249659.798
63,135,894769.226,6243117.443,896114.4621,6247824.183
63,134,894769.226,6243117.443,892567.1836,6244281.507
63,133,894769.226,6243117.443,900728.7969,6246903.486
63,132,894769.226,6243117.443,894924.647,6240403.477
63,131,894769.226,6243117.443,893879.1175,6247855.605
63,130,894769.226,6243117.443,893382.7607,6241867.198
63,128,894769.226,6243117.443,895263.7109,6247423.294
63,127,894769.226,6243117.443,897487.6186,6250156.936
63,125,894769.226,6243117.443,893249.3762,6244927.335
63,121,894769.226,6243117.443,898887.4503,6247539.568
63,120,894769.226,6243117.443,895396.9513,6247783.149
63,119,894769.226,6243117.443,893593.292,6243572.637
63,118,894769.226,6243117.443,894045.3462,6241639.035
63,116,894769.226,6243117.443,895444.2526,6243478.332
63,115,894769.226,6243117.443,898797.9989,6249686.688
63,114,894769.226,6243117.443,897966.3836,6245337.298
63,109,894769.226,6243117.443,891444.0051,6239794.674
63,103,894769.226,6243117.443,895177.0332,6248868.822
63,102,894769.226,6243117.443,895112.6536,6243116.88
63,100,894769.226,6243117.443,896307.021,6248669.911
63,99,894769.226,6243117.443,897718.9648,6244490.821
63,98,894769.226,6243117.443,895781.1484,6248121.332
63,95,894769.226,6243117.443,896593.139,6249091.066
63,94,894769.226,6243117.443,892809.9,6243348
63,93,894769.226,6243117.443,896612.597,6241831.259
63,92,894769.226,6243117.443,894567.2561,6245376.225
63,90,894769.226,6243117.443,893016.4,6250461.1
63,89,894769.226,6243117.443,893389.241,6243986.462
63,88,894769.226,6243117.443,898113.833,6245597.724
63,86,894769.226,6243117.443,896260.6064,6243816.926
63,85,894769.226,6243117.443,894207.494,6241782.413
63,83,894769.226,6243117.443,891936.9185,6251109.496
63,82,894769.226,6243117.443,894713.221,6250499.28
63,80,894769.226,6243117.443,896036.539,6250234.585
63,79,894769.226,6243117.443,891317.5765,6245116.95
63,77,894769.226,6243117.443,894529.7,6248105.3
63,76,894769.226,6243117.443,898620.7,6247103.47
63,75,894769.226,6243117.443,893485.1986,6243047.434
63,74,894769.226,6243117.443,891481.2,6246616
63,73,894769.226,6243117.443,894261.789,6244198.102
63,71,894769.226,6243117.443,897281.479,6245629.767
63,70,894769.226,6243117.443,893292.114,6241409.167
63,69,894769.226,6243117.443,893897.244,6243347.565
63,68,894769.226,6243117.443,895042.932,6243817.841
63,67,894769.226,6243117.443,892512.4,6245621.7
63,66,894769.226,6243117.443,895165.897,6245720.823
63,65,894769.226,6243117.443,894486.781,6248894.943
63,64,894769.226,6243117.443,894855.983,6247409.194
62,195,895878.92,6247215.69,900626.3369,6253112.184
62,194,895878.92,6247215.69,899962.6971,6251047.65
62,193,895878.92,6247215.69,898360.8419,6249231.89
62,192,895878.92,6247215.69,891245.3657,6253164.735
62,191,895878.92,6247215.69,902518.0489,6247189.228
62,190,895878.92,6247215.69,903115.7029,6248328.979
62,189,895878.92,6247215.69,899142.4554,6252598.436
62,188,895878.92,6247215.69,899652.3352,6251059.146
62,187,895878.92,6247215.69,894884.4415,6241468.28
62,185,895878.92,6247215.69,899255.6088,6249530.409
62,184,895878.92,6247215.69,896259.7889,6247501.291
62,183,895878.92,6247215.69,893999.1711,6241492.247
62,182,895878.92,6247215.69,898140.7095,6250264.237
62,181,895878.92,6247215.69,896109.477,6249277.96
62,180,895878.92,6247215.69,894782.8435,6252089.149
62,179,895878.92,6247215.69,893572.6591,6250200.509
62,177,895878.92,6247215.69,893031.9905,6248778.506
62,176,895878.92,6247215.69,895189.3055,6244277.833
62,175,895878.92,6247215.69,894474.0396,6248609.383
62,174,895878.92,6247215.69,895066.1113,6243303.233
62,173,895878.92,6247215.69,897817.951,6248248.827
62,172,895878.92,6247215.69,902428.6381,6247977.304
62,171,895878.92,6247215.69,895931.1183,6251813.658
62,170,895878.92,6247215.69,897221.6731,6254280.26
62,169,895878.92,6247215.69,893041.6517,6244378.633
62,168,895878.92,6247215.69,898248.009,6245355.938
62,167,895878.92,6247215.69,894828.0179,6249954.883
62,166,895878.92,6247215.69,895291.0231,6251467.41
62,165,895878.92,6247215.69,893782.4458,6252279.328
62,164,895878.92,6247215.69,894740.5409,6251293.16
62,163,895878.92,6247215.69,894164.4941,6251897.209
62,162,895878.92,6247215.69,896776.7877,6252796.681
62,161,895878.92,6247215.69,890993.371,6253728.532
62,160,895878.92,6247215.69,896488.4487,6248556.281
62,159,895878.92,6247215.69,900195.4364,6248526.496
62,158,895878.92,6247215.69,902419.753,6247500.901
62,157,895878.92,6247215.69,899730.7909,6245873.57
62,156,895878.92,6247215.69,897882.4761,6244654.36
62,155,895878.92,6247215.69,900153.4479,6248867.131
62,154,895878.92,6247215.69,894749.1433,6243568.352
62,153,895878.92,6247215.69,898500.9082,6246755.937
62,152,895878.92,6247215.69,897286.6513,6247185.555
62,151,895878.92,6247215.69,896631.6547,6247762.015
62,150,895878.92,6247215.69,900202.6795,6246895.042
62,149,895878.92,6247215.69,895735.968,6253146.208
62,148,895878.92,6247215.69,891372.3166,6254184.236
62,147,895878.92,6247215.69,903458.1749,6247335.19
62,145,895878.92,6247215.69,894359.9643,6241527.721
62,144,895878.92,6247215.69,895958.0381,6253459.031
62,143,895878.92,6247215.69,897767.2279,6247251.124
62,142,895878.92,6247215.69,899303.8602,6247252.014
62,141,895878.92,6247215.69,899681.8593,6247197.84
62,140,895878.92,6247215.69,893836.6856,6241379.327
62,139,895878.92,6247215.69,900263.7652,6246510.953
62,138,895878.92,6247215.69,894425.1735,6243088.405
62,137,895878.92,6247215.69,899756.3707,6251531.358
62,136,895878.92,6247215.69,895099.7515,6249659.798
62,135,895878.92,6247215.69,896114.4621,6247824.183
62,134,895878.92,6247215.69,892567.1836,6244281.507
62,133,895878.92,6247215.69,900728.7969,6246903.486
62,132,895878.92,6247215.69,894924.647,6240403.477
62,131,895878.92,6247215.69,893879.1175,6247855.605
62,130,895878.92,6247215.69,893382.7607,6241867.198
62,128,895878.92,6247215.69,895263.7109,6247423.294
62,127,895878.92,6247215.69,897487.6186,6250156.936
62,126,895878.92,6247215.69,901228.7378,6252522.538
62,125,895878.92,6247215.69,893249.3762,6244927.335
62,124,895878.92,6247215.69,899112.5379,6254097.162
62,123,895878.92,6247215.69,903633.12,6247536.366
62,122,895878.92,6247215.69,899076.1026,6253026.675
62,121,895878.92,6247215.69,898887.4503,6247539.568
62,120,895878.92,6247215.69,895396.9513,6247783.149
62,119,895878.92,6247215.69,893593.292,6243572.637
62,118,895878.92,6247215.69,894045.3462,6241639.035
62,116,895878.92,6247215.69,895444.2526,6243478.332
62,115,895878.92,6247215.69,898797.9989,6249686.688
62,114,895878.92,6247215.69,897966.3836,6245337.298
62,113,895878.92,6247215.69,892716.6781,6253417.617
62,111,895878.92,6247215.69,899975.3757,6252197.331
62,109,895878.92,6247215.69,891444.0051,6239794.674
62,108,895878.92,6247215.69,902716.2938,6247587.541
62,107,895878.92,6247215.69,899641.6743,6251421.266
62,106,895878.92,6247215.69,892999.4991,6251972.58
62,105,895878.92,6247215.69,897200.104,6253609.11
62,104,895878.92,6247215.69,902162.4159,6248296.579
62,103,895878.92,6247215.69,895177.0332,6248868.822
62,102,895878.92,6247215.69,895112.6536,6243116.88
62,101,895878.92,6247215.69,899260.222,6252858.947
62,100,895878.92,6247215.69,896307.021,6248669.911
62,99,895878.92,6247215.69,897718.9648,6244490.821
62,98,895878.92,6247215.69,895781.1484,6248121.332
62,97,895878.92,6247215.69,901763.6392,6248361.94
62,96,895878.92,6247215.69,898380.303,6252031.261
62,95,895878.92,6247215.69,896593.139,6249091.066
62,94,895878.92,6247215.69,892809.9,6243348
62,93,895878.92,6247215.69,896612.597,6241831.259
62,92,895878.92,6247215.69,894567.2561,6245376.225
62,91,895878.92,6247215.69,892291.405,6253068.862
62,90,895878.92,6247215.69,893016.4,6250461.1
62,89,895878.92,6247215.69,893389.241,6243986.462
62,88,895878.92,6247215.69,898113.833,6245597.724
62,87,895878.92,6247215.69,891066.186,6253279.483
62,86,895878.92,6247215.69,896260.6064,6243816.926
62,85,895878.92,6247215.69,894207.494,6241782.413
62,84,895878.92,6247215.69,892958.915,6252347.393
62,83,895878.92,6247215.69,891936.9185,6251109.496
62,82,895878.92,6247215.69,894713.221,6250499.28
62,80,895878.92,6247215.69,896036.539,6250234.585
62,79,895878.92,6247215.69,891317.5765,6245116.95
62,78,895878.92,6247215.69,898218.726,6251175.439
62,77,895878.92,6247215.69,894529.7,6248105.3
62,76,895878.92,6247215.69,898620.7,6247103.47
62,75,895878.92,6247215.69,893485.1986,6243047.434
62,74,895878.92,6247215.69,891481.2,6246616
62,73,895878.92,6247215.69,894261.789,6244198.102
62,72,895878.92,6247215.69,891798.608,6253877.724
62,71,895878.92,6247215.69,897281.479,6245629.767
62,70,895878.92,6247215.69,893292.114,6241409.167
62,69,895878.92,6247215.69,893897.244,6243347.565
62,68,895878.92,6247215.69,895042.932,6243817.841
62,67,895878.92,6247215.69,892512.4,6245621.7
62,66,895878.92,6247215.69,895165.897,6245720.823
62,65,895878.92,6247215.69,894486.781,6248894.943
62,64,895878.92,6247215.69,894855.983,6247409.194
62,63,895878.92,6247215.69,894769.226,6243117.443
61,194,895664.219,6245175.359,899962.6971,6251047.65
61,193,895664.219,6245175.359,898360.8419,6249231.89
61,191,895664.219,6245175.359,902518.0489,6247189.228
61,190,895664.219,6245175.359,903115.7029,6248328.979
61,189,895664.219,6245175.359,899142.4554,6252598.436
61,188,895664.219,6245175.359,899652.3352,6251059.146
61,187,895664.219,6245175.359,894884.4415,6241468.28
61,185,895664.219,6245175.359,899255.6088,6249530.409
61,184,895664.219,6245175.359,896259.7889,6247501.291
61,183,895664.219,6245175.359,893999.1711,6241492.247
61,182,895664.219,6245175.359,898140.7095,6250264.237
61,181,895664.219,6245175.359,896109.477,6249277.96
61,180,895664.219,6245175.359,894782.8435,6252089.149
61,179,895664.219,6245175.359,893572.6591,6250200.509
61,177,895664.219,6245175.359,893031.9905,6248778.506
61,176,895664.219,6245175.359,895189.3055,6244277.833
61,175,895664.219,6245175.359,894474.0396,6248609.383
61,174,895664.219,6245175.359,895066.1113,6243303.233
61,173,895664.219,6245175.359,897817.951,6248248.827
61,172,895664.219,6245175.359,902428.6381,6247977.304
61,171,895664.219,6245175.359,895931.1183,6251813.658
61,169,895664.219,6245175.359,893041.6517,6244378.633
61,168,895664.219,6245175.359,898248.009,6245355.938
61,167,895664.219,6245175.359,894828.0179,6249954.883
61,166,895664.219,6245175.359,895291.0231,6251467.41
61,165,895664.219,6245175.359,893782.4458,6252279.328
61,164,895664.219,6245175.359,894740.5409,6251293.16
61,163,895664.219,6245175.359,894164.4941,6251897.209
61,162,895664.219,6245175.359,896776.7877,6252796.681
61,160,895664.219,6245175.359,896488.4487,6248556.281
61,159,895664.219,6245175.359,900195.4364,6248526.496
61,158,895664.219,6245175.359,902419.753,6247500.901
61,157,895664.219,6245175.359,899730.7909,6245873.57
61,156,895664.219,6245175.359,897882.4761,6244654.36
61,155,895664.219,6245175.359,900153.4479,6248867.131
61,154,895664.219,6245175.359,894749.1433,6243568.352
61,153,895664.219,6245175.359,898500.9082,6246755.937
61,152,895664.219,6245175.359,897286.6513,6247185.555
61,151,895664.219,6245175.359,896631.6547,6247762.015
61,150,895664.219,6245175.359,900202.6795,6246895.042
61,149,895664.219,6245175.359,895735.968,6253146.208
61,147,895664.219,6245175.359,903458.1749,6247335.19
61,145,895664.219,6245175.359,894359.9643,6241527.721
61,144,895664.219,6245175.359,895958.0381,6253459.031
61,143,895664.219,6245175.359,897767.2279,6247251.124
61,142,895664.219,6245175.359,899303.8602,6247252.014
61,141,895664.219,6245175.359,899681.8593,6247197.84
61,140,895664.219,6245175.359,893836.6856,6241379.327
61,139,895664.219,6245175.359,900263.7652,6246510.953
61,138,895664.219,6245175.359,894425.1735,6243088.405
61,137,895664.219,6245175.359,899756.3707,6251531.358
61,136,895664.219,6245175.359,895099.7515,6249659.798
61,135,895664.219,6245175.359,896114.4621,6247824.183
61,134,895664.219,6245175.359,892567.1836,6244281.507
61,133,895664.219,6245175.359,900728.7969,6246903.486
61,132,895664.219,6245175.359,894924.647,6240403.477
61,131,895664.219,6245175.359,893879.1175,6247855.605
61,130,895664.219,6245175.359,893382.7607,6241867.198
61,128,895664.219,6245175.359,895263.7109,6247423.294
61,127,895664.219,6245175.359,897487.6186,6250156.936
61,125,895664.219,6245175.359,893249.3762,6244927.335
61,123,895664.219,6245175.359,903633.12,6247536.366
61,122,895664.219,6245175.359,899076.1026,6253026.675
61,121,895664.219,6245175.359,898887.4503,6247539.568
61,120,895664.219,6245175.359,895396.9513,6247783.149
61,119,895664.219,6245175.359,893593.292,6243572.637
61,118,895664.219,6245175.359,894045.3462,6241639.035
61,116,895664.219,6245175.359,895444.2526,6243478.332
61,115,895664.219,6245175.359,898797.9989,6249686.688
61,114,895664.219,6245175.359,897966.3836,6245337.298
61,111,895664.219,6245175.359,899975.3757,6252197.331
61,109,895664.219,6245175.359,891444.0051,6239794.674
61,108,895664.219,6245175.359,902716.2938,6247587.541
61,107,895664.219,6245175.359,899641.6743,6251421.266
61,106,895664.219,6245175.359,892999.4991,6251972.58
61,105,895664.219,6245175.359,897200.104,6253609.11
61,104,895664.219,6245175.359,902162.4159,6248296.579
61,103,895664.219,6245175.359,895177.0332,6248868.822
61,102,895664.219,6245175.359,895112.6536,6243116.88
61,101,895664.219,6245175.359,899260.222,6252858.947
61,100,895664.219,6245175.359,896307.021,6248669.911
61,99,895664.219,6245175.359,897718.9648,6244490.821
61,98,895664.219,6245175.359,895781.1484,6248121.332
61,97,895664.219,6245175.359,901763.6392,6248361.94
61,96,895664.219,6245175.359,898380.303,6252031.261
61,95,895664.219,6245175.359,896593.139,6249091.066
61,94,895664.219,6245175.359,892809.9,6243348
61,93,895664.219,6245175.359,896612.597,6241831.259
61,92,895664.219,6245175.359,894567.2561,6245376.225
61,91,895664.219,6245175.359,892291.405,6253068.862
61,90,895664.219,6245175.359,893016.4,6250461.1
61,89,895664.219,6245175.359,893389.241,6243986.462
61,88,895664.219,6245175.359,898113.833,6245597.724
61,86,895664.219,6245175.359,896260.6064,6243816.926
61,85,895664.219,6245175.359,894207.494,6241782.413
61,84,895664.219,6245175.359,892958.915,6252347.393
61,83,895664.219,6245175.359,891936.9185,6251109.496
61,82,895664.219,6245175.359,894713.221,6250499.28
61,80,895664.219,6245175.359,896036.539,6250234.585
61,79,895664.219,6245175.359,891317.5765,6245116.95
61,78,895664.219,6245175.359,898218.726,6251175.439
61,77,895664.219,6245175.359,894529.7,6248105.3
61,76,895664.219,6245175.359,898620.7,6247103.47
61,75,895664.219,6245175.359,893485.1986,6243047.434
61,74,895664.219,6245175.359,891481.2,6246616
61,73,895664.219,6245175.359,894261.789,6244198.102
61,71,895664.219,6245175.359,897281.479,6245629.767
61,70,895664.219,6245175.359,893292.114,6241409.167
61,69,895664.219,6245175.359,893897.244,6243347.565
61,68,895664.219,6245175.359,895042.932,6243817.841
61,67,895664.219,6245175.359,892512.4,6245621.7
61,66,895664.219,6245175.359,895165.897,6245720.823
61,65,895664.219,6245175.359,894486.781,6248894.943
61,64,895664.219,6245175.359,894855.983,6247409.194
61,63,895664.219,6245175.359,894769.226,6243117.443
61,62,895664.219,6245175.359,895878.92,6247215.69
60,196,890974.361,6251308.49,886765.1685,6254353.526
60,193,890974.361,6251308.49,898360.8419,6249231.89
