from,to,from_x,from_y,to_x,to_y
144,181,895958.0381,6253459.031,896109.477,6249277.96
144,180,895958.0381,6253459.031,894782.8435,6252089.149
144,179,895958.0381,6253459.031,893572.6591,6250200.509
144,178,895958.0381,6253459.031,887648.8491,6254456.912
144,177,895958.0381,6253459.031,893031.9905,6248778.506
144,175,895958.0381,6253459.031,894474.0396,6248609.383
144,173,895958.0381,6253459.031,897817.951,6248248.827
144,172,895958.0381,6253459.031,902428.6381,6247977.304
144,171,895958.0381,6253459.031,895931.1183,6251813.658
144,170,895958.0381,6253459.031,897221.6731,6254280.26
144,168,895958.0381,6253459.031,898248.009,6245355.938
144,167,895958.0381,6253459.031,894828.0179,6249954.883
144,166,895958.0381,6253459.031,895291.0231,6251467.41
144,165,895958.0381,6253459.031,893782.4458,6252279.328
144,164,895958.0381,6253459.031,894740.5409,6251293.16
144,163,895958.0381,6253459.031,894164.4941,6251897.209
144,162,895958.0381,6253459.031,896776.7877,6252796.681
144,161,895958.0381,6253459.031,890993.371,6253728.532
144,160,895958.0381,6253459.031,896488.4487,6248556.281
144,159,895958.0381,6253459.031,900195.4364,6248526.496
144,157,895958.0381,6253459.031,899730.7909,6245873.57
144,155,895958.0381,6253459.031,900153.4479,6248867.131
144,153,895958.0381,6253459.031,898500.9082,6246755.937
144,152,895958.0381,6253459.031,897286.6513,6247185.555
144,151,895958.0381,6253459.031,896631.6547,6247762.015
144,150,895958.0381,6253459.031,900202.6795,6246895.042
144,149,895958.0381,6253459.031,895735.968,6253146.208
144,148,895958.0381,6253459.031,891372.3166,6254184.236
144,146,895958.0381,6253459.031,901672.3426,6254377.7
143,195,897767.2279,6247251.124,900626.3369,6253112.184
143,194,897767.2279,6247251.124,899962.6971,6251047.65
143,193,897767.2279,6247251.124,898360.8419,6249231.89
143,191,897767.2279,6247251.124,902518.0489,6247189.228
143,190,897767.2279,6247251.124,903115.7029,6248328.979
143,189,897767.2279,6247251.124,899142.4554,6252598.436
143,188,897767.2279,6247251.124,899652.3352,6251059.146
143,187,897767.2279,6247251.124,894884.4415,6241468.28
143,186,897767.2279,6247251.124,901234.2054,6254146.527
143,185,897767.2279,6247251.124,899255.6088,6249530.409
143,184,897767.2279,6247251.124,896259.7889,6247501.291
143,183,897767.2279,6247251.124,893999.1711,6241492.247
143,182,897767.2279,6247251.124,898140.7095,6250264.237
143,181,897767.2279,6247251.124,896109.477,6249277.96
143,180,897767.2279,6247251.124,894782.8435,6252089.149
143,179,897767.2279,6247251.124,893572.6591,6250200.509
143,177,897767.2279,6247251.124,893031.9905,6248778.506
143,176,897767.2279,6247251.124,895189.3055,6244277.833
143,175,897767.2279,6247251.124,894474.0396,6248609.383
143,174,897767.2279,6247251.124,895066.1113,6243303.233
143,173,897767.2279,6247251.124,897817.951,6248248.827
143,172,897767.2279,6247251.124,902428.6381,6247977.304
143,171,897767.2279,6247251.124,895931.1183,6251813.658
143,170,897767.2279,6247251.124,897221.6731,6254280.26
143,169,897767.2279,6247251.124,893041.6517,6244378.633
143,168,897767.2279,6247251.124,898248.009,6245355.938
143,167,897767.2279,6247251.124,894828.0179,6249954.883
143,166,897767.2279,6247251.124,895291.0231,6251467.41
143,165,897767.2279,6247251.124,893782.4458,6252279.328
143,164,897767.2279,6247251.124,894740.5409,6251293.16
143,163,897767.2279,6247251.124,894164.4941,6251897.209
143,162,897767.2279,6247251.124,896776.7877,6252796.681
143,160,897767.2279,6247251.124,896488.4487,6248556.281
143,159,897767.2279,6247251.124,900195.4364,6248526.496
143,158,897767.2279,6247251.124,902419.753,6247500.901
143,157,897767.2279,6247251.124,899730.7909,6245873.57
143,156,897767.2279,6247251.124,897882.4761,6244654.36
143,155,897767.2279,6247251.124,900153.4479,6248867.131
143,154,897767.2279,6247251.124,894749.1433,6243568.352
143,153,897767.2279,6247251.124,898500.9082,6246755.937
143,152,897767.2279,6247251.124,897286.6513,6247185.555
143,151,897767.2279,6247251.124,896631.6547,6247762.015
143,150,897767.2279,6247251.124,900202.6795,6246895.042
143,149,897767.2279,6247251.124,895735.968,6253146.208
143,147,897767.2279,6247251.124,903458.1749,6247335.19
143,146,897767.2279,6247251.124,901672.3426,6254377.7
143,145,897767.2279,6247251.124,894359.9643,6241527.721
143,144,897767.2279,6247251.124,895958.0381,6253459.031
142,195,899303.8602,6247252.014,900626.3369,6253112.184
142,194,899303.8602,6247252.014,899962.6971,6251047.65
142,193,899303.8602,6247252.014,898360.8419,6249231.89
142,191,899303.8602,6247252.014,902518.0489,6247189.228
142,190,899303.8602,6247252.014,903115.7029,6248328.979
142,189,899303.8602,6247252.014,899142.4554,6252598.436
142,188,899303.8602,6247252.014,899652.3352,6251059.146
142,187,899303.8602,6247252.014,894884.4415,6241468.28
142,186,899303.8602,6247252.014,901234.2054,6254146.527
142,185,899303.8602,6247252.014,899255.6088,6249530.409
142,184,899303.8602,6247252.014,896259.7889,6247501.291
142,183,899303.8602,6247252.014,893999.1711,6241492.247
142,182,899303.8602,6247252.014,898140.7095,6250264.237
142,181,899303.8602,6247252.014,896109.477,6249277.96
142,180,899303.8602,6247252.014,894782.8435,6252089.149
142,179,899303.8602,6247252.014,893572.6591,6250200.509
142,177,899303.8602,6247252.014,893031.9905,6248778.506
142,176,899303.8602,6247252.014,895189.3055,6244277.833
142,175,899303.8602,6247252.014,894474.0396,6248609.383
142,174,899303.8602,6247252.014,895066.1113,6243303.233
142,173,899303.8602,6247252.014,897817.951,6248248.827
142,172,899303.8602,6247252.014,902428.6381,6247977.304
142,171,899303.8602,6247252.014,895931.1183,6251813.658
142,170,899303.8602,6247252.014,897221.6731,6254280.26
142,169,899303.8602,6247252.014,893041.6517,6244378.633
142,168,899303.8602,6247252.014,898248.009,6245355.938
142,167,899303.8602,6247252.014,894828.0179,6249954.883
142,166,899303.8602,6247252.014,895291.0231,6251467.41
142,165,899303.8602,6247252.014,893782.4458,6252279.328
142,164,899303.8602,6247252.014,894740.5409,6251293.16
142,163,899303.8602,6247252.014,894164.4941,6251897.209
142,162,899303.8602,6247252.014,896776.7877,6252796.681
142,160,899303.8602,6247252.014,896488.4487,6248556.281
142,159,899303.8602,6247252.014,900195.4364,6248526.496
142,158,899303.8602,6247252.014,902419.753,6247500.901
142,157,899303.8602,6247252.014,899730.7909,6245873.57
142,156,899303.8602,6247252.014,897882.4761,6244654.36
142,155,899303.8602,6247252.014,900153.4479,6248867.131
142,154,899303.8602,6247252.014,894749.1433,6243568.352
142,153,899303.8602,6247252.014,898500.9082,6246755.937
142,152,899303.8602,6247252.014,897286.6513,6247185.555
142,151,899303.8602,6247252.014,896631.6547,6247762.015
142,150,899303.8602,6247252.014,900202.6795,6246895.042
142,149,899303.8602,6247252.014,895735.968,6253146.208
142,147,899303.8602,6247252.014,903458.1749,6247335.19
142,146,899303.8602,6247252.014,901672.3426,6254377.7
142,145,899303.8602,6247252.014,894359.9643,6241527.721
142,144,899303.8602,6247252.014,895958.0381,6253459.031
142,143,899303.8602,6247252.014,897767.2279,6247251.124
141,195,899681.8593,6247197.84,900626.3369,6253112.184
141,194,899681.8593,6247197.84,899962.6971,6251047.65
141,193,899681.8593,6247197.84,898360.8419,6249231.89
141,191,899681.8593,6247197.84,902518.0489,6247189.228
141,190,899681.8593,6247197.84,903115.7029,6248328.979
141,189,899681.8593,6247197.84,899142.4554,6252598.436
141,188,899681.8593,6247197.84,899652.3352,6251059.146
141,187,899681.8593,6247197.84,894884.4415,6241468.28
141,186,899681.8593,6247197.84,901234.2054,6254146.527
141,185,899681.8593,6247197.84,899255.6088,6249530.409
141,184,899681.8593,6247197.84,896259.7889,6247501.291
141,183,899681.8593,6247197.84,893999.1711,6241492.247
141,182,899681.8593,6247197.84,898140.7095,6250264.237
141,181,899681.8593,6247197.84,896109.477,6249277.96
141,180,899681.8593,6247197.84,894782.8435,6252089.149
141,179,899681.8593,6247197.84,893572.6591,6250200.509
141,177,899681.8593,6247197.84,893031.9905,6248778.506
141,176,899681.8593,6247197.84,895189.3055,6244277.833
141,175,899681.8593,6247197.84,894474.0396,6248609.383
141,174,899681.8593,6247197.84,895066.1113,6243303.233
141,173,899681.8593,6247197.84,897817.951,6248248.827
141,172,899681.8593,6247197.84,902428.6381,6247977.304
141,171,899681.8593,6247197.84,895931.1183,6251813.658
141,170,899681.8593,6247197.84,897221.6731,6254280.26
141,169,899681.8593,6247197.84,893041.6517,6244378.633
141,168,899681.8593,6247197.84,898248.009,6245355.938
141,167,899681.8593,6247197.84,894828.0179,6249954.883
141,166,899681.8593,6247197.84,895291.0231,6251467.41
141,165,899681.8593,6247197.84,893782.4458,6252279.328
141,164,899681.8593,6247197.84,894740.5409,6251293.16
141,163,899681.8593,6247197.84,894164.4941,6251897.209
141,162,899681.8593,6247197.84,896776.7877,6252796.681
141,160,899681.8593,6247197.84,896488.4487,6248556.281
141,159,899681.8593,6247197.84,900195.4364,6248526.496
141,158,899681.8593,6247197.84,902419.753,6247500.901
141,157,899681.8593,6247197.84,899730.7909,6245873.57
141,156,899681.8593,6247197.84,897882.4761,6244654.36
141,155,899681.8593,6247197.84,900153.4479,6248867.131
141,154,899681.8593,6247197.84,894749.1433,6243568.352
141,153,899681.8593,6247197.84,898500.9082,6246755.937
141,152,899681.8593,6247197.84,897286.6513,6247185.555
141,151,899681.8593,6247197.84,896631.6547,6247762.015
141,150,899681.8593,6247197.84,900202.6795,6246895.042
141,149,899681.8593,6247197.84,895735.968,6253146.208
141,147,899681.8593,6247197.84,903458.1749,6247335.19
141,146,899681.8593,6247197.84,901672.3426,6254377.7
141,145,899681.8593,6247197.84,894359.9643,6241527.721
141,144,899681.8593,6247197.84,895958.0381,6253459.031
141,143,899681.8593,6247197.84,897767.2279,6247251.124
141,142,899681.8593,6247197.84,899303.8602,6247252.014
140,187,893836.6856,6241379.327,894884.4415,6241468.28
140,184,893836.6856,6241379.327,896259.7889,6247501.291
140,183,893836.6856,6241379.327,893999.1711,6241492.247
140,181,893836.6856,6241379.327,896109.477,6249277.96
140,177,893836.6856,6241379.327,893031.9905,6248778.506
140,176,893836.6856,6241379.327,895189.3055,6244277.833
140,175,893836.6856,6241379.327,894474.0396,6248609.383
140,174,893836.6856,6241379.327,895066.1113,6243303.233
140,173,893836.6856,6241379.327,897817.951,6248248.827
140,169,893836.6856,6241379.327,893041.6517,6244378.633
140,168,893836.6856,6241379.327,898248.009,6245355.938
140,167,893836.6856,6241379.327,894828.0179,6249954.883
140,160,893836.6856,6241379.327,896488.4487,6248556.281
140,157,893836.6856,6241379.327,899730.7909,6245873.57
140,156,893836.6856,6241379.327,897882.4761,6244654.36
140,154,893836.6856,6241379.327,894749.1433,6243568.352
140,153,893836.6856,6241379.327,898500.9082,6246755.937
140,152,893836.6856,6241379.327,897286.6513,6247185.555
140,151,893836.6856,6241379.327,896631.6547,6247762.015
140,150,893836.6856,6241379.327,900202.6795,6246895.042
140,145,893836.6856,6241379.327,894359.9643,6241527.721
140,143,893836.6856,6241379.327,897767.2279,6247251.124
140,142,893836.6856,6241379.327,899303.8602,6247252.014
140,141,893836.6856,6241379.327,899681.8593,6247197.84
139,195,900263.7652,6246510.953,900626.3369,6253112.184
139,194,900263.7652,6246510.953,899962.6971,6251047.65
139,193,900263.7652,6246510.953,898360.8419,6249231.89
139,191,900263.7652,6246510.953,902518.0489,6247189.228
139,190,900263.7652,6246510.953,903115.7029,6248328.979
139,189,900263.7652,6246510.953,899142.4554,6252598.436
139,188,900263.7652,6246510.953,899652.3352,6251059.146
139,187,900263.7652,6246510.953,894884.4415,6241468.28
139,186,900263.7652,6246510.953,901234.2054,6254146.527
139,185,900263.7652,6246510.953,899255.6088,6249530.409
139,184,900263.7652,6246510.953,896259.7889,6247501.291
139,183,900263.7652,6246510.953,893999.1711,6241492.247
139,182,900263.7652,6246510.953,898140.7095,6250264.237
139,181,900263.7652,6246510.953,896109.477,6249277.96
139,180,900263.7652,6246510.953,894782.8435,6252089.149
139,179,900263.7652,6246510.953,893572.6591,6250200.509
139,177,900263.7652,6246510.953,893031.9905,6248778.506
139,176,900263.7652,6246510.953,895189.3055,6244277.833
139,175,900263.7652,6246510.953,894474.0396,6248609.383
139,174,900263.7652,6246510.953,895066.1113,6243303.233
139,173,900263.7652,6246510.953,897817.951,6248248.827
139,172,900263.7652,6246510.953,902428.6381,6247977.304
139,171,900263.7652,6246510.953,895931.1183,6251813.658
139,170,900263.7652,6246510.953,897221.6731,6254280.26
139,169,900263.7652,6246510.953,893041.6517,6244378.633
139,168,900263.7652,6246510.953,898248.009,6245355.938
139,167,900263.7652,6246510.953,894828.0179,6249954.883
139,166,900263.7652,6246510.953,895291.0231,6251467.41
139,164,900263.7652,6246510.953,894740.5409,6251293.16
139,163,900263.7652,6246510.953,894164.4941,6251897.209
139,162,900263.7652,6246510.953,896776.7877,6252796.681
139,160,900263.7652,6246510.953,896488.4487,6248556.281
139,159,900263.7652,6246510.953,900195.4364,6248526.496
139,158,900263.7652,6246510.953,902419.753,6247500.901
139,157,900263.7652,6246510.953,899730.7909,6245873.57
139,156,900263.7652,6246510.953,897882.4761,6244654.36
139,155,900263.7652,6246510.953,900153.4479,6248867.131
139,154,900263.7652,6246510.953,894749.1433,6243568.352
139,153,900263.7652,6246510.953,898500.9082,6246755.937
139,152,900263.7652,6246510.953,897286.6513,6247185.555
139,151,900263.7652,6246510.953,896631.6547,6247762.015
139,150,900263.7652,6246510.953,900202.6795,6246895.042
139,149,900263.7652,6246510.953,895735.968,6253146.208
139,147,900263.7652,6246510.953,903458.1749,6247335.19
139,146,900263.7652,6246510.953,901672.3426,6254377.7
139,145,900263.7652,6246510.953,894359.9643,6241527.721
139,144,900263.7652,6246510.953,895958.0381,6253459.031
139,143,900263.7652,6246510.953,897767.2279,6247251.124
139,142,900263.7652,6246510.953,899303.8602,6247252.014
139,141,900263.7652,6246510.953,899681.8593,6247197.84
139,140,900263.7652,6246510.953,893836.6856,6241379.327
138,193,894425.1735,6243088.405,898360.8419,6249231.89
138,187,894425.1735,6243088.405,894884.4415,6241468.28
138,185,894425.1735,6243088.405,899255.6088,6249530.409
138,184,894425.1735,6243088.405,896259.7889,6247501.291
138,183,894425.1735,6243088.405,893999.1711,6241492.247
138,182,894425.1735,6243088.405,898140.7095,6250264.237
138,181,894425.1735,6243088.405,896109.477,6249277.96
138,179,894425.1735,6243088.405,893572.6591,6250200.509
138,177,894425.1735,6243088.405,893031.9905,6248778.506
138,176,894425.1735,6243088.405,895189.3055,6244277.833
138,175,894425.1735,6243088.405,894474.0396,6248609.383
138,174,894425.1735,6243088.405,895066.1113,6243303.233
138,173,894425.1735,6243088.405,897817.951,6248248.827
138,169,894425.1735,6243088.405,893041.6517,6244378.633
138,168,894425.1735,6243088.405,898248.009,6245355.938
138,167,894425.1735,6243088.405,894828.0179,6249954.883
138,166,894425.1735,6243088.405,895291.0231,6251467.41
138,164,894425.1735,6243088.405,894740.5409,6251293.16
138,160,894425.1735,6243088.405,896488.4487,6248556.281
138,159,894425.1735,6243088.405,900195.4364,6248526.496
138,157,894425.1735,6243088.405,899730.7909,6245873.57
138,156,894425.1735,6243088.405,897882.4761,6244654.36
138,155,894425.1735,6243088.405,900153.4479,6248867.131
138,154,894425.1735,6243088.405,894749.1433,6243568.352
138,153,894425.1735,6243088.405,898500.9082,6246755.937
138,152,894425.1735,6243088.405,897286.6513,6247185.555
138,151,894425.1735,6243088.405,896631.6547,6247762.015
138,150,894425.1735,6243088.405,900202.6795,6246895.042
138,145,894425.1735,6243088.405,894359.9643,6241527.721
138,143,894425.1735,6243088.405,897767.2279,6247251.124
138,142,894425.1735,6243088.405,899303.8602,6247252.014
138,141,894425.1735,6243088.405,899681.8593,6247197.84
138,140,894425.1735,6243088.405,893836.6856,6241379.327
138,139,894425.1735,6243088.405,900263.7652,6246510.953
137,195,899756.3707,6251531.358,900626.3369,6253112.184
137,194,899756.3707,6251531.358,899962.6971,6251047.65
137,193,899756.3707,6251531.358,898360.8419,6249231.89
137,192,899756.3707,6251531.358,891245.3657,6253164.735
137,191,899756.3707,6251531.358,902518.0489,6247189.228
137,190,899756.3707,6251531.358,903115.7029,6248328.979
137,189,899756.3707,6251531.358,899142.4554,6252598.436
137,188,899756.3707,6251531.358,899652.3352,6251059.146
137,186,899756.3707,6251531.358,901234.2054,6254146.527
137,185,899756.3707,6251531.358,899255.6088,6249530.409
137,184,899756.3707,6251531.358,896259.7889,6247501.291
137,182,899756.3707,6251531.358,898140.7095,6250264.237
137,181,899756.3707,6251531.358,896109.477,6249277.96
137,180,899756.3707,6251531.358,894782.8435,6252089.149
137,179,899756.3707,6251531.358,893572.6591,6250200.509
137,177,899756.3707,6251531.358,893031.9905,6248778.506
137,176,899756.3707,6251531.358,895189.3055,6244277.833
137,175,899756.3707,6251531.358,894474.0396,6248609.383
137,173,899756.3707,6251531.358,897817.951,6248248.827
137,172,899756.3707,6251531.358,902428.6381,6247977.304
137,171,899756.3707,6251531.358,895931.1183,6251813.658
137,170,899756.3707,6251531.358,897221.6731,6254280.26
137,168,899756.3707,6251531.358,898248.009,6245355.938
137,167,899756.3707,6251531.358,894828.0179,6249954.883
137,166,899756.3707,6251531.358,895291.0231,6251467.41
137,165,899756.3707,6251531.358,893782.4458,6252279.328
137,164,899756.3707,6251531.358,894740.5409,6251293.16
137,163,899756.3707,6251531.358,894164.4941,6251897.209
137,162,899756.3707,6251531.358,896776.7877,6252796.681
137,160,899756.3707,6251531.358,896488.4487,6248556.281
137,159,899756.3707,6251531.358,900195.4364,6248526.496
137,158,899756.3707,6251531.358,902419.753,6247500.901
137,157,899756.3707,6251531.358,899730.7909,6245873.57
137,156,899756.3707,6251531.358,897882.4761,6244654.36
137,155,899756.3707,6251531.358,900153.4479,6248867.131
137,153,899756.3707,6251531.358,898500.9082,6246755.937
137,152,899756.3707,6251531.358,897286.6513,6247185.555
137,151,899756.3707,6251531.358,896631.6547,6247762.015
137,150,899756.3707,6251531.358,900202.6795,6246895.042
137,149,899756.3707,6251531.358,895735.968,6253146.208
137,147,899756.3707,6251531.358,903458.1749,6247335.19
137,146,899756.3707,6251531.358,901672.3426,6254377.7
137,144,899756.3707,6251531.358,895958.0381,6253459.031
137,143,899756.3707,6251531.358,897767.2279,6247251.124
137,142,899756.3707,6251531.358,899303.8602,6247252.014
137,141,899756.3707,6251531.358,899681.8593,6247197.84
137,139,899756.3707,6251531.358,900263.7652,6246510.953
136,195,895099.7515,6249659.798,900626.3369,6253112.184
136,194,895099.7515,6249659.798,899962.6971,6251047.65
136,193,895099.7515,6249659.798,898360.8419,6249231.89
136,192,895099.7515,6249659.798,891245.3657,6253164.735
136,191,895099.7515,6249659.798,902518.0489,6247189.228
136,190,895099.7515,6249659.798,903115.7029,6248328.979
136,189,895099.7515,6249659.798,899142.4554,6252598.436
136,188,895099.7515,6249659.798,899652.3352,6251059.146
136,187,895099.7515,6249659.798,894884.4415,6241468.28
136,186,895099.7515,6249659.798,901234.2054,6254146.527
136,185,895099.7515,6249659.798,899255.6088,6249530.409
136,184,895099.7515,6249659.798,896259.7889,6247501.291
136,183,895099.7515,6249659.798,893999.1711,6241492.247
136,182,895099.7515,6249659.798,898140.7095,6250264.237
136,181,895099.7515,6249659.798,896109.477,6249277.96
136,180,895099.7515,6249659.798,894782.8435,6252089.149
136,179,895099.7515,6249659.798,893572.6591,6250200.509
136,177,895099.7515,6249659.798,893031.9905,6248778.506
136,176,895099.7515,6249659.798,895189.3055,6244277.833
136,175,895099.7515,6249659.798,894474.0396,6248609.383
136,174,895099.7515,6249659.798,895066.1113,6243303.233
136,173,895099.7515,6249659.798,897817.951,6248248.827
136,172,895099.7515,6249659.798,902428.6381,6247977.304
136,171,895099.7515,6249659.798,895931.1183,6251813.658
136,170,895099.7515,6249659.798,897221.6731,6254280.26
136,169,895099.7515,6249659.798,893041.6517,6244378.633
136,168,895099.7515,6249659.798,898248.009,6245355.938
136,167,895099.7515,6249659.798,894828.0179,6249954.883
136,166,895099.7515,6249659.798,895291.0231,6251467.41
136,165,895099.7515,6249659.798,893782.4458,6252279.328
136,164,895099.7515,6249659.798,894740.5409,6251293.16
136,163,895099.7515,6249659.798,894164.4941,6251897.209
136,162,895099.7515,6249659.798,896776.7877,6252796.681
136,161,895099.7515,6249659.798,890993.371,6253728.532
136,160,895099.7515,6249659.798,896488.4487,6248556.281
136,159,895099.7515,6249659.798,900195.4364,6248526.496
136,158,895099.7515,6249659.798,902419.753,6247500.901
136,157,895099.7515,6249659.798,899730.7909,6245873.57
136,156,895099.7515,6249659.798,897882.4761,6244654.36
136,155,895099.7515,6249659.798,900153.4479,6248867.131
136,154,895099.7515,6249659.798,894749.1433,6243568.352
136,153,895099.7515,6249659.798,898500.9082,6246755.937
136,152,895099.7515,6249659.798,897286.6513,6247185.555
136,151,895099.7515,6249659.798,896631.6547,6247762.015
136,150,895099.7515,6249659.798,900202.6795,6246895.042
136,149,895099.7515,6249659.798,895735.968,6253146.208
136,148,895099.7515,6249659.798,891372.3166,6254184.236
136,146,895099.7515,6249659.798,901672.3426,6254377.7
136,145,895099.7515,6249659.798,894359.9643,6241527.721
136,144,895099.7515,6249659.798,895958.0381,6253459.031
136,143,895099.7515,6249659.798,897767.2279,6247251.124
136,142,895099.7515,6249659.798,899303.8602,6247252.014
136,141,895099.7515,6249659.798,899681.8593,6247197.84
136,140,895099.7515,6249659.798,893836.6856,6241379.327
136,139,895099.7515,6249659.798,900263.7652,6246510.953
136,138,895099.7515,6249659.798,894425.1735,6243088.405
136,137,895099.7515,6249659.798,899756.3707,6251531.358
135,195,896114.4621,6247824.183,900626.3369,6253112.184
135,194,896114.4621,6247824.183,899962.6971,6251047.65
135,193,896114.4621,6247824.183,898360.8419,6249231.89
135,192,896114.4621,6247824.183,891245.3657,6253164.735
135,191,896114.4621,6247824.183,902518.0489,6247189.228
135,190,896114.4621,6247824.183,903115.7029,6248328.979
135,189,896114.4621,6247824.183,899142.4554,6252598.436
135,188,896114.4621,6247824.183,899652.3352,6251059.146
135,187,896114.4621,6247824.183,894884.4415,6241468.28
135,186,896114.4621,6247824.183,901234.2054,6254146.527
135,185,896114.4621,6247824.183,899255.6088,6249530.409
135,184,896114.4621,6247824.183,896259.7889,6247501.291
135,183,896114.4621,6247824.183,893999.1711,6241492.247
135,182,896114.4621,6247824.183,898140.7095,6250264.237
135,181,896114.4621,6247824.183,896109.477,6249277.96
135,180,896114.4621,6247824.183,894782.8435,6252089.149
135,179,896114.4621,6247824.183,893572.6591,6250200.509
135,177,896114.4621,6247824.183,893031.9905,6248778.506
135,176,896114.4621,6247824.183,895189.3055,6244277.833
135,175,896114.4621,6247824.183,894474.0396,6248609.383
135,174,896114.4621,6247824.183,895066.1113,6243303.233
135,173,896114.4621,6247824.183,897817.951,6248248.827
135,172,896114.4621,6247824.183,902428.6381,6247977.304
135,171,896114.4621,6247824.183,895931.1183,6251813.658
135,170,896114.4621,6247824.183,897221.6731,6254280.26
135,169,896114.4621,6247824.183,893041.6517,6244378.633
135,168,896114.4621,6247824.183,898248.009,6245355.938
135,167,896114.4621,6247824.183,894828.0179,6249954.883
135,166,896114.4621,6247824.183,895291.0231,6251467.41
135,165,896114.4621,6247824.183,893782.4458,6252279.328
135,164,896114.4621,6247824.183,894740.5409,6251293.16
135,163,896114.4621,6247824.183,894164.4941,6251897.209
135,162,896114.4621,6247824.183,896776.7877,6252796.681
135,161,896114.4621,6247824.183,890993.371,6253728.532
135,160,896114.4621,6247824.183,896488.4487,6248556.281
135,159,896114.4621,6247824.183,900195.4364,6248526.496
135,158,896114.4621,6247824.183,902419.753,6247500.901
135,157,896114.4621,6247824.183,899730.7909,6245873.57
135,156,896114.4621,6247824.183,897882.4761,6244654.36
135,155,896114.4621,6247824.183,900153.4479,6248867.131
135,154,896114.4621,6247824.183,894749.1433,6243568.352
135,153,896114.4621,6247824.183,898500.9082,6246755.937
135,152,896114.4621,6247824.183,897286.6513,6247185.555
135,151,896114.4621,6247824.183,896631.6547,6247762.015
135,150,896114.4621,6247824.183,900202.6795,6246895.042
135,149,896114.4621,6247824.183,895735.968,6253146.208
135,148,896114.4621,6247824.183,891372.3166,6254184.236
135,147,896114.4621,6247824.183,903458.1749,6247335.19
135,146,896114.4621,6247824.183,901672.3426,6254377.7
135,145,896114.4621,6247824.183,894359.9643,6241527.721
135,144,896114.4621,6247824.183,895958.0381,6253459.031
135,143,896114.4621,6247824.183,897767.2279,6247251.124
135,142,896114.4621,6247824.183,899303.8602,6247252.014
135,141,896114.4621,6247824.183,899681.8593,6247197.84
135,140,896114.4621,6247824.183,893836.6856,6241379.327
135,139,896114.4621,6247824.183,900263.7652,6246510.953
135,138,896114.4621,6247824.183,894425.1735,6243088.405
135,137,896114.4621,6247824.183,899756.3707,6251531.358
135,136,896114.4621,6247824.183,895099.7515,6249659.798
134,193,892567.1836,6244281.507,898360.8419,6249231.89
134,187,892567.1836,6244281.507,894884.4415,6241468.28
134,185,892567.1836,6244281.507,899255.6088,6249530.409
134,184,892567.1836,6244281.507,896259.7889,6247501.291
134,183,892567.1836,6244281.507,893999.1711,6241492.247
134,182,892567.1836,6244281.507,898140.7095,6250264.237
134,181,892567.1836,6244281.507,896109.477,6249277.96
134,180,892567.1836,6244281.507,894782.8435,6252089.149
134,179,892567.1836,6244281.507,893572.6591,6250200.509
134,177,892567.1836,6244281.507,893031.9905,6248778.506
134,176,892567.1836,6244281.507,895189.3055,6244277.833
134,175,892567.1836,6244281.507,894474.0396,6248609.383
134,174,892567.1836,6244281.507,895066.1113,6243303.233
134,173,892567.1836,6244281.507,897817.951,6248248.827
134,171,892567.1836,6244281.507,895931.1183,6251813.658
134,169,892567.1836,6244281.507,893041.6517,6244378.633
134,168,892567.1836,6244281.507,898248.009,6245355.938
134,167,892567.1836,6244281.507,894828.0179,6249954.883
134,166,892567.1836,6244281.507,895291.0231,6251467.41
134,165,892567.1836,6244281.507,893782.4458,6252279.328
134,164,892567.1836,6244281.507,894740.5409,6251293.16
134,163,892567.1836,6244281.507,894164.4941,6251897.209
134,160,892567.1836,6244281.507,896488.4487,6248556.281
134,157,892567.1836,6244281.507,899730.7909,6245873.57
134,156,892567.1836,6244281.507,897882.4761,6244654.36
134,154,892567.1836,6244281.507,894749.1433,6243568.352
134,153,892567.1836,6244281.507,898500.9082,6246755.937
134,152,892567.1836,6244281.507,897286.6513,6247185.555
134,151,892567.1836,6244281.507,896631.6547,6247762.015
134,150,892567.1836,6244281.507,900202.6795,6246895.042
134,145,892567.1836,6244281.507,894359.9643,6241527.721
134,143,892567.1836,6244281.507,897767.2279,6247251.124
134,142,892567.1836,6244281.507,899303.8602,6247252.014
134,141,892567.1836,6244281.507,899681.8593,6247197.84
134,140,892567.1836,6244281.507,893836.6856,6241379.327
134,139,892567.1836,6244281.507,900263.7652,6246510.953
134,138,892567.1836,6244281.507,894425.1735,6243088.405
134,136,892567.1836,6244281.507,895099.7515,6249659.798
134,135,892567.1836,6244281.507,896114.4621,6247824.183
133,195,900728.7969,6246903.486,900626.3369,6253112.184
133,194,900728.7969,6246903.486,899962.6971,6251047.65
133,193,900728.7969,6246903.486,898360.8419,6249231.89
133,191,900728.7969,6246903.486,902518.0489,6247189.228
133,190,900728.7969,6246903.486,903115.7029,6248328.979
133,189,900728.7969,6246903.486,899142.4554,6252598.436
133,188,900728.7969,6246903.486,899652.3352,6251059.146
133,187,900728.7969,6246903.486,894884.4415,6241468.28
133,186,900728.7969,6246903.486,901234.2054,6254146.527
133,185,900728.7969,6246903.486,899255.6088,6249530.409
133,184,900728.7969,6246903.486,896259.7889,6247501.291
133,183,900728.7969,6246903.486,893999.1711,6241492.247
133,182,900728.7969,6246903.486,898140.7095,6250264.237
133,181,900728.7969,6246903.486,896109.477,6249277.96
