0 0.123513 0.502487
5 6.6768 17.4676
10 11.4532 25.8489
15 16.9463 35.6766
20 21.6853 41.4071
25 26.4481 46.6994
30 28.8231 48.4051
35 33.4106 52.6558
40 35.5018 54.2402
45 39.1463 56.8895
50 42.1451 58.9851
55 44.4736 60.4619
60 47.1618 61.7882
65 49.3586 63.3669
70 51.3395 64.1404
75 53.4907 65.3662
80 54.8793 65.7281
85 56.6195 66.6049
90 58.5068 67.7151
95 60.2548 68.5837
100 61.6838 69.1516
