0 0.0227392 0.1001
5 6.28345 16.4998
10 12.0556 28.0522
15 16.7938 35.5006
20 21.5147 41.727
25 26.4974 47.3359
30 29.9548 50.4507
35 33.761 53.7672
40 36.8395 55.8233
45 40.361 58.5214
50 42.8206 59.5373
55 45.2541 61.0809
60 47.9135 62.6077
65 50.3723 63.9191
70 52.9162 65.3629
75 54.907 66.3521
80 56.8211 67.2386
85 58.7559 68.1767
90 60.2511 68.7004
95 62.0177 69.5579
100 63.6782 70.3685
