200 5 34550 1180
200 6 58795 1711
200 7 108054 2890
200 8 109675 3905
200 9 231215 6846
200 10 278265 8759
200 11 397339 11582
200 12 343206 10446
200 13 482779 18572
200 14 464555 16951
200 15 488010 25725
200 16 441949 32431
200 17 418096 37892
200 18 446750 74769
200 19 435814 82626
200 20 1022192 75408
