0 0.255402 1.0099
5 6.64757 17.3153
10 11.285 25.9741
15 15.6926 32.3109
20 19.9504 39.4249
25 24.4986 43.5773
30 27.6241 46.278
35 31.9035 52.0531
40 34.8846 54.1423
45 38.5872 56.8939
50 40.9345 58.1943
55 42.9169 58.845
60 44.8605 59.8409
65 47.7349 62.3379
70 49.5831 62.8006
75 50.2924 62.5101
80 53.0241 64.3846
85 54.9189 65.7858
90 56.5791 66.3474
95 58.1641 66.9959
100 59.5264 67.556
