0 0.0475367 0.200399
5 3.74619 11.5567
10 6.85332 19.0868
15 9.32913 23.325
20 12.2156 27.9705
25 14.4342 31.283
30 16.6873 34.0799
35 19.0363 36.5578
40 20.6126 37.923
45 22.3499 39.3042
50 24.3119 41.1933
55 25.4381 41.8468
60 27.0273 43.2534
65 28.4734 43.9965
70 29.6287 44.8253
75 30.7682 45.4189
80 31.9366 46.0601
85 33.0089 46.6769
90 34.1259 47.3033
95 34.9017 47.6377
100 35.8283 48.0667
